,Name,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
3471,Harry Rogers,1975-76,25,SSL,ABA,PF,18,298,16.2,.509,.016,.194,12.3,18.9,15.6,6.9,1.8,1.1,13.5,19.9,,0.3,0.3,0.7,.106,,-1.0,-1.1,-2.1,0.0
3472,Johnny Rogers,1986-87,23,SAC,NBA,PF,45,468,10.5,.493,.027,.081,7.0,11.0,9.0,8.0,0.9,1.0,9.5,18.1,,0.2,0.2,0.4,.041,,-2.2,-2.0,-4.2,-0.3
3474,Rodney Rogers,1993-94,22,DEN,NBA,SF,79,1406,12.9,.509,.169,.347,7.4,10.4,8.9,11.4,2.2,2.1,17.3,23.0,,-0.1,2.1,2.0,.067,,-1.4,0.5,-0.9,0.4
3475,Roy Rogers,1996-97,23,VAN,NBA,PF,82,1848,12.6,.518,.002,.195,8.6,15.7,12.1,4.3,0.6,6.7,14.1,15.3,,0.3,1.1,1.4,.037,,-4.1,1.1,-3.0,-0.5
3481,Tree Rollins,1977-78,22,ATL,NBA,C,80,1795,15.6,.521,,.285,10.5,23.4,16.7,6.3,1.5,7.2,17.1,15.8,,1.5,3.5,5.0,.133,,-1.7,4.2,2.5,2.1
3482,Lorenzo Romar,1980-81,22,GSW,NBA,PG,53,726,10.2,.459,.028,.299,1.5,7.1,4.3,23.9,1.8,0.2,17.9,15.9,,0.2,0.2,0.5,.030,,-2.7,-2.3,-5.0,-0.6
3483,Rajon Rondo,2006-07,20,BOS,NBA,PG,78,1831,13.1,.472,.064,.409,4.7,14.6,9.5,26.3,3.6,0.3,20.5,16.5,,-0.1,2.6,2.4,.064,,-1.5,2.0,0.4,1.1
3485,Sean Rooks,1992-93,23,DAL,NBA,C,72,2087,14.7,.528,.003,.521,9.3,19.3,13.9,7.3,0.9,2.5,14.8,21.0,,0.8,0.7,1.5,.034,,-1.8,-0.7,-2.5,-0.3
3486,Derrick Rose,2008-09,20,CHI,NBA,PG,81,3000,16.0,.516,.060,.207,3.7,8.4,6.1,28.8,1.1,0.4,13.3,22.6,,3.4,1.5,4.9,.078,,0.9,-1.5,-0.6,1.1
3487,Jalen Rose,1994-95,22,DEN,NBA,SF,81,1798,15.1,.550,.228,.468,3.9,10.4,7.2,33.3,1.9,0.9,21.0,19.1,,2.4,1.5,3.8,.103,,0.7,-1.0,-0.4,0.7
3488,Malik Rose,1996-97,22,CHH,NBA,PF,54,525,13.7,.515,.016,.484,16.7,21.0,18.9,9.6,2.9,2.4,20.9,17.6,,0.3,0.8,1.1,.100,,-1.5,1.8,0.3,0.3
3489,Rob Rose,1988-89,24,LAC,NBA,SG,2,3,5.0,.000,.000,.000,35.7,35.5,35.6,0.0,0.0,0.0,0.0,13.1,,0.0,0.0,0.0,-0.121,,-11.4,-9.3,-20.8,0.0
3494,Quinton Ross,2004-05,23,LAC,NBA,SG,78,1659,8.9,.471,.011,.295,4.4,10.6,7.6,10.4,1.7,1.0,11.4,13.3,,0.4,1.3,1.7,.050,,-2.5,0.4,-2.1,0.0
3495,Terrence Ross,2012-13,21,TOR,NBA,SG,73,1239,10.4,.491,.429,.092,3.3,10.6,6.9,7.2,1.8,0.9,9.2,19.6,,0.0,0.8,0.9,.034,,-1.3,-1.7,-2.9,-0.3
3496,Doug Roth,1989-90,22,WSB,NBA,C,42,412,8.2,.439,.012,.163,11.4,20.1,15.7,5.9,0.9,1.8,14.8,10.7,,0.0,0.4,0.4,.052,,-4.0,0.4,-3.7,-0.2
3497,Scott Roth,1987-88,24,UTA,NBA,SF,26,201,10.1,.482,.149,.405,3.9,10.8,7.5,10.8,2.8,0.0,11.2,20.0,,0.0,0.3,0.3,.078,,-2.5,0.3,-2.2,0.0
3500,Dan Roundfield,1975-76,22,INA,ABA,PF,67,767,13.8,.467,.006,.395,14.7,16.0,15.3,6.1,1.8,2.9,15.0,20.6,,0.3,1.0,1.3,.080,,-2.4,0.0,-2.4,-0.1
3502,Ron Rowan,1986-87,24,POR,NBA,SG,7,16,22.2,.558,.111,.444,7.2,0.0,3.5,9.3,11.4,0.0,21.8,33.8,,0.0,0.0,0.0,.084,,-0.2,3.2,3.0,0.0
3504,Jim Rowinski,1988-89,28,TOT,NBA,PF-C,9,15,17.9,.527,.000,1.500,7.4,29.4,18.7,0.0,0.0,0.0,0.0,18.7,,0.0,0.0,0.1,.205,,-4.6,-7.4,-12.0,0.0
3505,Derrick Rowland,1985-86,26,MIL,NBA,SG,2,9,7.0,.387,.000,.667,0.0,12.3,6.2,13.9,0.0,0.0,0.0,17.3,,0.0,0.0,0.0,.048,,-4.8,-2.8,-7.6,0.0
3506,Brian Rowsom,1987-88,22,IND,NBA,PF,4,16,8.2,.347,.000,1.000,6.9,27.2,17.1,7.2,3.1,0.0,10.4,25.4,,0.0,0.0,0.0,-0.008,,-8.4,-0.8,-9.3,0.0
3507,Brandon Roy,2006-07,22,POR,NBA,SG,57,2015,18.0,.548,.191,.315,3.5,12.1,7.7,20.9,1.8,0.4,11.8,23.0,,3.8,1.0,4.8,.114,,2.8,-0.7,2.1,2.1
3508,Donald Royal,1989-90,23,MIN,NBA,SF,66,746,15.2,.566,.004,.773,10.4,11.7,11.0,9.4,2.3,0.7,19.2,25.0,,0.6,0.7,1.3,.087,,-1.3,-1.4,-2.7,-0.1
3509,Reggie Royals,1974-75,24,SDA,ABA,C,2,11,6.5,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,.016,,-3.7,-5.2,-8.9,0.0
3511,Clifford Rozier,1994-95,22,GSW,NBA,C,66,1494,11.5,.490,.018,.390,14.7,21.4,18.0,4.4,1.1,1.8,16.3,15.4,,0.1,1.2,1.3,.043,,-3.0,-0.1,-3.2,-0.4
3512,Terry Rozier,2015-16,21,BOS,NBA,PG,39,311,5.0,.326,.255,.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,,-0.6,0.3,-0.3,-0.047,,-5.9,-0.8,-6.6,-0.4
3513,Ricky Rubio,2011-12,21,MIN,NBA,PG,41,1404,14.6,.476,.242,.404,1.6,11.9,6.7,37.4,3.3,0.4,22.2,18.7,,0.5,1.5,2.0,.070,,-0.2,1.1,0.9,1.0
3514,Guy Rucker,2002-03,25,GSW,NBA,PF,3,4,7.8,,,,0.0,26.3,13.3,32.3,0.0,0.0,,0.0,,0.0,0.0,0.0,.117,,-4.1,-1.1,-5.2,0.0
3515,Delaney Rudd,1989-90,27,UTA,NBA,PG,77,850,8.6,.483,.216,.205,1.8,5.6,3.8,29.4,1.3,0.1,23.8,19.0,,-0.6,0.7,0.1,.004,,-3.3,-2.6,-5.9,-0.8
3517,Damjan Rudez,2014-15,28,IND,NBA,SF,68,1047,8.2,.591,.646,.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,,0.6,0.7,1.3,.061,,-0.7,-1.8,-2.5,-0.1
3519,Michael Ruffin,1999-00,23,CHI,NBA,PF,71,975,7.8,.450,.000,.638,13.8,16.3,15.0,7.7,1.4,2.0,25.0,11.1,,-0.4,1.0,0.6,.032,,-4.2,1.2,-3.0,-0.3
3520,Trevor Ruffin,1994-95,24,PHO,NBA,PG,49,319,15.5,.545,.503,.193,2.9,5.4,4.1,25.8,2.2,0.5,18.0,35.4,,-0.1,0.2,0.1,.009,,1.7,-4.8,-3.1,-0.1
3521,Paul Ruffner,1970-71,22,CHI,NBA,C,10,60,12.5,.441,,.229,,,12.6,5.3,,,,,,-0.1,0.1,0.0,.021,,,,,
3523,Jeff Ruland,1981-82,23,WSB,NBA,C,82,2214,18.8,.623,.004,.607,12.7,24.7,18.8,9.1,1.0,1.5,20.0,22.4,,3.7,4.1,7.8,.170,,1.0,1.5,2.6,2.6
3526,Stefano Rusconi,1995-96,27,PHO,NBA,PF,7,30,2.4,.357,.000,.556,11.8,11.4,11.6,14.5,0.0,5.0,21.1,21.1,,-0.1,0.0,-0.1,-0.104,,-7.4,-0.2,-7.6,0.0
3527,Brandon Rush,2008-09,23,IND,NBA,SG,75,1803,9.0,.505,.363,.115,2.1,12.3,7.1,5.4,1.0,1.5,11.0,16.4,,-0.4,1.3,0.9,.024,,-2.6,-0.9,-3.4,-0.7
3528,Kareem Rush,2002-03,22,LAL,NBA,PG,76,872,5.8,.447,.279,.094,3.3,8.9,6.1,11.7,0.6,0.9,19.9,16.1,,-0.9,0.3,-0.6,-0.033,,-4.6,-2.6,-7.2,-1.1
3530,Bryon Russell,1993-94,23,UTA,NBA,SF,67,1121,11.1,.516,.079,.362,6.4,12.2,9.3,7.0,3.1,1.2,14.5,14.9,,0.4,1.7,2.1,.089,,-1.6,2.3,0.7,0.8
3531,Campy Russell,1974-75,23,CLE,NBA,SF,68,754,15.8,.484,,.452,6.0,15.4,10.7,9.1,1.3,0.2,,,,0.4,0.7,1.1,.069,,-0.8,-3.2,-4.0,-0.4
3533,D'Angelo Russell,2015-16,19,LAL,NBA,PG,80,2259,13.2,.507,.387,.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,,-0.7,0.7,0.0,.001,,-0.2,-1.7,-1.8,0.1
3537,Walker Russell,1982-83,22,DET,NBA,PG,68,757,5.3,.437,.098,.315,2.6,7.6,5.0,21.0,1.0,0.1,30.5,15.4,,-1.2,0.3,-0.8,-0.054,,-5.7,-2.5,-8.2,-1.2
3538,Walker Russell,2011-12,29,DET,NBA,PG,28,357,7.2,.401,.137,.232,2.3,6.6,4.4,26.0,2.7,0.2,24.0,17.8,,-0.6,0.3,-0.4,-0.049,,-5.0,-1.8,-6.8,-0.4
3539,Arvydas Sabonis,1995-96,31,POR,NBA,C,73,1735,24.7,.617,.144,.422,9.7,28.8,19.3,13.8,1.9,3.4,15.2,25.5,,4.5,3.9,8.4,.233,,2.5,3.1,5.6,3.3
3540,Domantas Sabonis,2016-17,20,OKC,NBA,PF,81,1632,6.9,.469,.331,.139,3.1,16.4,9.8,7.2,1.2,1.6,14.0,15.4,,-1.0,1.8,0.8,.022,,-4.7,-0.1,-4.8,-1.2
3541,Robert Sacre,2012-13,23,LAL,NBA,C,32,203,3.4,.407,.000,.229,5.0,13.2,9.2,4.3,0.0,3.6,15.9,13.8,,-0.2,0.1,-0.1,-0.024,,-7.3,-0.2,-7.5,-0.3
3544,John Salley,1986-87,22,DET,NBA,C,82,1463,11.9,.590,.003,.590,8.2,13.4,10.9,4.7,1.4,4.9,16.8,12.2,,1.4,2.4,3.8,.124,,-1.3,3.5,2.2,1.5
3545,John Salmons,2002-03,23,PHI,NBA,PG,64,504,9.5,.502,.267,.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,,0.2,0.4,0.6,.058,,-2.4,-0.7,-3.0,-0.1
3547,Kevin Salvadori,1996-97,26,SAC,NBA,C,23,154,8.3,.452,.000,.545,4.5,14.5,9.5,9.6,0.7,6.4,22.7,15.4,,-0.2,0.2,0.0,-0.007,,-7.0,1.9,-5.1,-0.1
3548,Soumaila Samake,2000-01,22,NJN,NBA,C,34,226,9.0,.393,.000,.500,10.9,16.2,13.5,0.7,0.5,4.6,6.4,12.6,,0.0,0.2,0.1,.028,,-6.0,-1.5,-7.5,-0.3
3549,Cheikh Samb,2007-08,23,DET,NBA,C,4,31,12.0,.717,.000,.500,11.5,15.5,13.5,0.0,1.8,5.1,17.0,8.9,,0.1,0.1,0.1,.178,,-2.1,0.9,-1.2,0.0
3550,JaKarr Sampson,2014-15,21,PHI,NBA,SF,74,1131,9.4,.498,.367,.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,,-0.5,1.1,0.6,.025,,-4.0,-0.4,-4.4,-0.7
3551,Jamal Sampson,2002-03,19,MIL,NBA,PF,5,8,8.4,.000,.000,.000,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,,0.0,0.0,0.0,-0.066,,-5.3,3.9,-1.4,0.0
3552,Ralph Sampson,1983-84,23,HOU,NBA,C,82,2693,20.1,.551,.003,.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,,1.9,4.1,6.0,.108,,0.1,1.3,1.4,2.3
3553,Samardo Samuels,2010-11,22,CLE,NBA,PF,37,701,11.7,.498,.012,.456,12.0,14.0,13.0,4.2,1.1,2.0,15.5,22.1,,-0.3,0.3,0.0,.002,,-3.9,-2.0,-5.9,-0.7
3554,Pepe Sanchez,2000-01,23,TOT,NBA,PG,29,150,12.6,.346,.036,.071,2.3,8.9,5.6,41.3,3.9,0.5,17.2,10.5,,0.1,0.2,0.3,.107,,-2.8,-0.5,-3.4,-0.1
3556,Frankie Sanders,1978-79,22,TOT,NBA,SF,46,479,13.9,.478,,.276,8.0,16.5,12.4,14.7,1.9,0.6,16.6,26.5,,-0.1,0.5,0.4,.039,,-2.3,-1.3,-3.6,-0.2
3557,Jeff Sanders,1989-90,24,CHI,NBA,PF,31,182,2.5,.335,.000,.100,11.0,14.3,12.7,6.0,1.1,1.4,26.4,13.3,,-0.4,0.1,-0.3,-0.069,,-7.3,-0.7,-8.0,-0.3
3558,Larry Sanders,2010-11,22,MIL,NBA,C,60,872,11.0,.448,.000,.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,,-0.7,1.8,1.0,.057,,-6.2,3.0,-3.2,-0.3
3559,Melvin Sanders,2005-06,25,SAS,NBA,SG,16,113,10.5,.548,.091,.303,4.3,19.4,12.0,4.3,2.4,0.0,17.6,19.2,,0.0,0.2,0.2,.093,,-4.5,0.2,-4.2,-0.1
3560,Mike Sanders,1982-83,22,SAS,NBA,SF,26,393,14.2,.520,.013,.274,8.9,16.9,13.0,6.5,2.1,0.8,13.7,20.7,,0.4,0.4,0.8,.093,,-1.1,-1.0,-2.1,0.0
3563,Daniel Santiago,2000-01,24,PHO,NBA,C,54,581,7.9,.528,.000,.455,6.7,13.3,9.9,3.0,1.5,2.6,22.6,16.0,,-0.3,0.9,0.6,.052,,-5.5,0.9,-4.6,-0.4
3565,Wayne Sappleton,1984-85,24,NJN,NBA,PF,33,298,7.7,.471,.000,.391,10.2,18.3,14.1,3.0,1.1,0.8,17.1,16.7,,-0.2,0.3,0.1,.012,,-5.1,-1.8,-6.8,-0.4
3566,Dario Saric,2016-17,22,PHI,NBA,PF,81,2129,12.8,.508,.368,.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,,-1.2,2.2,1.0,.023,,-2.0,-0.2,-2.2,-0.1
3567,Jason Sasser,1996-97,23,TOT,NBA,SF,8,69,5.8,.413,.130,.000,1.7,12.6,6.9,5.0,2.4,0.0,8.0,16.8,,-0.1,0.0,0.0,-0.032,,-5.7,-2.4,-8.1,-0.1
3568,Jeryl Sasser,2001-02,22,ORL,NBA,SG,7,36,7.0,.309,.000,.357,9.2,12.5,10.9,8.0,4.3,0.0,11.0,22.6,,-0.1,0.1,-0.1,-0.070,,-7.4,-0.3,-7.8,-0.1
3569,Tomas Satoransky,2016-17,25,WAS,NBA,SG,57,719,8.5,.477,.252,.224,3.9,9.1,6.5,16.7,1.8,0.7,19.0,12.1,,0.1,0.5,0.6,.040,,-2.9,-0.2,-3.1,-0.2
3570,Kenny Satterfield,2001-02,20,DEN,NBA,PG,36,560,11.5,.431,.136,.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,,-0.5,0.3,-0.2,-0.014,,-2.8,-1.9,-4.7,-0.4
3576,Predrag Savovic,2002-03,26,DEN,NBA,SG,27,256,6.0,.392,.280,.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22.0,,-0.5,0.3,-0.2,-0.040,,-5.1,-1.1,-6.1,-0.3
3578,Brian Scalabrine,2001-02,23,NJN,NBA,PF,28,290,4.2,.408,.149,.224,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,,-0.5,0.4,-0.1,-0.015,,-6.5,0.5,-6.0,-0.3
3579,Alex Scales,2005-06,27,SAS,NBA,SG,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.0,1.6,-4.4,0.0
3580,DeWayne Scales,1980-81,22,NYK,NBA,PF,44,484,11.5,.444,.027,.173,10.7,20.8,15.6,3.0,1.2,0.5,11.0,22.8,,-0.3,0.6,0.3,.028,,-4.7,-3.4,-8.2,-0.8
3584,Billy Schaeffer,1973-74,22,NYA,ABA,SF,59,871,11.8,.523,.026,.157,5.7,10.2,8.0,5.6,1.3,0.6,12.6,18.7,,0.8,1.1,1.9,.104,,-1.6,-1.2,-2.7,-0.2
3589,Danny Schayes,1981-82,22,UTA,NBA,C,82,1623,13.2,.532,.002,.353,8.5,20.0,14.1,11.6,1.3,2.4,20.0,18.7,,0.4,1.3,1.7,.050,,-1.9,0.5,-1.5,0.2
3592,Steve Scheffler,1990-91,23,CHH,NBA,C,39,227,12.4,.612,.000,.538,10.3,12.5,11.4,5.3,1.3,0.5,7.7,9.8,,0.5,0.1,0.6,.132,,-0.5,-0.5,-1.1,0.1
3593,Tom Scheffler,1984-85,30,POR,NBA,C,39,268,6.9,.435,.000,.392,7.5,24.1,15.9,4.8,1.4,2.2,20.1,11.1,,-0.2,0.4,0.2,.037,,-5.6,1.0,-4.6,-0.2
3595,Luke Schenscher,2005-06,23,CHI,NBA,C,20,149,9.3,.567,.000,.500,6.2,16.1,11.2,7.3,0.3,1.6,13.6,11.1,,0.1,0.2,0.3,.095,,-3.3,0.9,-2.4,0.0
3597,Dwayne Schintzius,1990-91,22,SAS,NBA,C,42,398,10.1,.458,.013,.258,8.2,24.5,16.8,6.2,0.2,4.4,16.5,21.6,,-0.5,0.8,0.2,.027,,-6.5,0.3,-6.2,-0.4
3601,Russ Schoene,1982-83,22,TOT,NBA,PF,77,1222,10.9,.505,.009,.191,8.4,13.7,11.1,6.4,1.0,1.0,14.7,17.8,,0.6,1.1,1.7,.066,,-1.9,-1.1,-3.0,-0.3
3604,Detlef Schrempf,1985-86,23,DAL,NBA,SF,64,969,10.9,.520,.022,.483,8.1,14.2,11.2,11.8,1.1,0.6,18.0,19.6,,0.3,0.5,0.8,.040,,-1.7,-1.2,-2.9,-0.2
3605,Dennis Schroder,2013-14,20,ATL,NBA,PG,49,641,5.8,.442,.223,.229,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,,-1.1,0.4,-0.7,-0.054,,-6.2,-2.1,-8.3,-1.0
3609,John Schweitz,1984-85,24,SEA,NBA,SG,19,110,5.8,.364,.054,.135,6.3,15.8,11.1,27.1,0.0,0.5,15.2,35.2,,-0.5,0.1,-0.4,-0.191,,-6.9,-3.3,-10.2,-0.2
3610,Luis Scola,2007-08,27,HOU,NBA,PF,82,2024,16.1,.548,.004,.351,9.9,19.3,14.6,8.9,1.6,0.7,12.0,19.8,,2.8,3.7,6.5,.154,,-0.9,1.4,0.4,1.3
3612,Alvin Scott,1977-78,22,PHO,NBA,SF,81,1538,12.3,.543,,.518,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13.0,,1.9,2.1,4.0,.126,,-1.1,1.1,0.0,0.8
3613,Brent Scott,1996-97,25,IND,NBA,PF,16,55,7.0,.484,.000,.353,6.6,12.8,9.8,9.6,1.0,1.5,16.9,19.9,,0.0,0.1,0.0,.019,,-4.6,-0.6,-5.2,0.0
3614,Byron Scott,1983-84,22,LAL,NBA,SG,74,1637,13.4,.525,.049,.201,3.7,7.3,5.7,14.0,2.3,0.6,13.4,21.3,,1.1,1.5,2.7,.079,,-0.8,-0.8,-1.5,0.2
3615,Charlie Scott,1970-71,22,VIR,ABA,SG,84,3185,18.8,.514,.033,.314,,,6.3,21.1,,,12.6,28.1,,4.4,2.8,7.2,.109,,,,,
3616,Dennis Scott,1990-91,22,ORL,NBA,SG,82,2336,13.0,.504,.282,.172,2.8,8.3,5.5,9.3,1.3,0.6,9.1,24.4,,1.4,1.2,2.6,.054,,0.3,-2.2,-1.9,0.1
3617,James Scott,1996-97,24,MIA,NBA,SF,8,32,-4.1,.056,.500,.250,3.8,18.2,11.1,13.2,3.4,0.0,18.4,16.0,,-0.2,0.1,-0.1,-0.187,,-11.6,2.5,-9.1,-0.1
3618,Mike Scott,2012-13,24,ATL,NBA,PF,40,376,16.3,.533,.007,.381,12.1,21.3,16.7,5.4,0.6,0.4,10.9,23.7,,0.5,0.4,0.9,.110,,-3.2,-3.2,-6.4,-0.4
3620,Shawnelle Scott,1996-97,24,CLE,NBA,C,16,50,18.7,.480,.000,.688,20.5,21.2,20.8,0.0,0.0,5.4,0.0,20.8,,0.1,0.1,0.2,.170,,-4.2,-5.5,-9.7,-0.1
3623,Carey Scurry,1985-86,23,UTA,NBA,SF,78,1168,11.9,.509,.037,.419,9.2,13.3,11.3,9.7,3.1,3.2,21.2,15.7,,-0.4,2.1,1.8,.072,,-2.5,3.6,1.1,0.9
3624,Bruce Seals,1973-74,20,UTS,ABA,SF,78,1358,11.2,.418,.149,.179,8.0,13.1,10.7,5.6,2.0,2.3,11.0,22.6,,-1.0,1.3,0.3,.010,,-3.2,-1.5,-4.7,-0.9
3625,Shea Seals,1997-98,22,LAL,NBA,SG,4,9,4.9,.205,.375,.500,38.7,12.3,25.1,0.0,5.7,0.0,0.0,47.8,,-0.1,0.0,-0.1,-0.270,,-10.6,-14.0,-24.6,-0.1
3626,Malik Sealy,1992-93,22,IND,NBA,SF,58,672,12.7,.469,.097,.232,9.9,8.4,9.1,10.7,2.7,0.7,14.2,25.8,,-0.4,0.5,0.2,.014,,-1.9,-1.6,-3.6,-0.3
3630,Thabo Sefolosha,2006-07,22,CHI,NBA,SG,71,868,8.5,.464,.164,.176,4.6,15.4,10.1,10.7,1.9,1.0,17.9,17.2,,-0.8,1.7,0.8,.047,,-4.5,1.6,-2.9,-0.2
3631,Rony Seikaly,1988-89,23,MIA,NBA,C,78,1962,10.8,.471,.005,.476,11.2,20.5,15.7,4.4,1.1,3.0,18.2,22.8,,-2.7,2.2,-0.5,-0.012,,-5.2,-0.6,-5.7,-1.8
3633,Josh Selby,2011-12,20,MEM,NBA,PG,28,237,3.3,.403,.208,.194,1.0,6.5,3.7,19.3,1.6,0.0,27.1,20.5,,-0.7,0.2,-0.5,-0.105,,-7.4,-2.4,-9.8,-0.5
3634,Wayne Selden,2016-17,22,TOT,NBA,SG,14,236,6.9,.525,.483,.379,0.5,7.2,3.8,8.5,1.3,0.4,15.1,15.3,,-0.1,0.2,0.1,.016,,-3.4,-1.6,-5.0,-0.2
3635,Brad Sellers,1986-87,24,CHI,NBA,PF,80,1751,13.4,.498,.017,.285,9.8,14.4,12.1,8.4,1.3,2.3,11.0,18.5,,1.4,2.0,3.3,.091,,-1.5,0.2,-1.2,0.3
3641,Mouhamed Sene,2006-07,20,SEA,NBA,C,28,169,8.5,.429,.000,.592,11.3,20.8,16.0,0.0,0.9,5.5,15.1,19.5,,-0.2,0.2,0.0,-0.011,,-8.5,-3.4,-11.9,-0.4
3643,Kevin Seraphin,2010-11,21,WAS,NBA,PF,58,635,8.4,.479,.000,.211,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,,-0.2,0.5,0.2,.017,,-4.2,-0.2,-4.5,-0.4
3644,Ansu Sesay,2001-02,25,SEA,NBA,SF,9,142,15.5,.549,.000,.455,5.9,10.6,8.3,8.9,1.1,1.1,3.6,17.9,,0.4,0.1,0.5,.156,,-0.1,-2.0,-2.1,0.0
3645,Ramon Sessions,2007-08,21,MIL,NBA,PG,17,450,16.2,.507,.060,.350,2.0,13.6,7.6,43.5,2.0,0.5,21.0,17.1,,0.5,0.2,0.7,.077,,-0.9,-2.1,-3.1,-0.1
3646,Ha Seung-Jin,2004-05,19,POR,NBA,C,19,104,2.5,.467,.000,.478,6.9,12.8,10.0,3.0,0.5,3.4,30.1,17.6,,-0.3,0.1,-0.2,-0.094,,-8.8,-1.1,-9.9,-0.2
3647,Tom Sewell,1984-85,22,WSB,NBA,SG,21,87,-2.7,.265,.056,.111,2.5,2.6,2.5,8.8,1.7,0.7,15.6,21.4,,-0.5,0.1,-0.4,-0.201,,-11.1,-2.0,-13.1,-0.2
3651,Charles Shackleford,1988-89,22,NJN,NBA,C,60,484,13.9,.501,.006,.250,11.1,24.4,17.6,6.5,1.5,2.2,12.6,18.1,,0.2,0.6,0.8,.076,,-3.0,0.1,-3.0,-0.1
3654,Mustafa Shakur,2010-11,26,WAS,NBA,PG,22,159,6.8,.389,.169,.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,,-0.5,0.1,-0.4,-0.112,,-5.8,-1.8,-7.6,-0.2
3655,God Shammgod,1997-98,21,WAS,NBA,PG,20,146,9.2,.428,.034,.517,1.5,4.0,2.7,38.1,2.5,0.5,22.8,28.1,,-0.3,0.1,-0.1,-0.049,,-5.6,-4.1,-9.6,-0.3
3660,Walter Sharpe,2008-09,22,DET,NBA,PF,8,20,4.8,.337,.182,.182,0.0,18.0,8.9,0.0,0.0,7.7,0.0,28.3,,-0.1,0.0,-0.1,-0.131,,-12.0,-4.5,-16.5,-0.1
3661,John Shasky,1988-89,24,MIA,NBA,C,65,944,12.7,.555,.008,.673,11.0,16.8,13.8,3.4,0.7,0.8,12.5,15.8,,1.2,0.7,1.9,.097,,-2.4,-2.1,-4.5,-0.6
3663,Brian Shaw,1988-89,22,BOS,NBA,SG,82,2301,12.2,.472,.019,.192,6.0,12.7,9.4,27.0,1.7,0.7,20.2,16.8,,0.5,1.7,2.2,.046,,-0.8,0.4,-0.4,0.9
3664,Casey Shaw,1998-99,23,PHI,NBA,C,9,14,-14.9,.125,.000,.000,24.4,0.0,12.5,0.0,0.0,0.0,20.0,32.4,,-0.1,0.0,-0.1,-0.498,,-18.0,-9.7,-27.8,-0.1
3667,Craig Shelton,1980-81,23,ATL,NBA,SF,55,586,8.8,.481,.005,.265,11.4,15.7,13.5,7.0,1.5,0.5,20.0,21.6,,-0.5,0.5,0.0,-0.002,,-3.5,-1.7,-5.2,-0.5
3668,Lonnie Shelton,1976-77,21,NYK,NBA,PF,82,2104,16.7,.511,,.269,11.2,20.2,15.8,9.6,2.6,2.4,,,,1.2,3.4,4.6,.105,,0.7,2.0,2.8,2.5
3669,Tornike Shengelia,2012-13,21,BRK,NBA,SF,19,93,8.5,.499,.087,.696,11.4,17.9,14.6,5.1,1.7,0.8,26.8,20.3,,-0.1,0.1,0.0,-0.017,,-5.5,-0.9,-6.4,-0.1
3670,Billy Shepherd,1972-73,23,VIR,ABA,PG,16,68,-0.2,.343,.457,.286,2.9,4.3,3.6,14.2,,,16.9,25.8,,-0.3,0.0,-0.3,-0.183,,,,,
3671,Jeffrey Sheppard,1998-99,24,ATL,NBA,SG,18,185,8.7,.447,.179,.333,3.8,10.0,7.0,15.5,0.9,0.0,13.5,13.2,,0.1,0.2,0.3,.073,,-2.6,-0.3,-2.9,0.0
3673,Ed Sherod,1982-83,23,NYK,NBA,PG,64,1624,11.4,.433,.031,.190,3.1,7.7,5.4,26.6,2.9,0.5,18.6,14.7,,-0.2,2.7,2.5,.073,,-1.9,1.7,-0.3,0.7
3675,Paul Shirley,2002-03,25,ATL,NBA,PF,2,5,-28.0,.000,.000,.000,0.0,21.9,11.4,0.0,0.0,0.0,0.0,36.7,,-0.1,0.0,-0.1,-0.823,,-32.3,-12.6,-44.9,-0.1
3677,Purvis Short,1978-79,21,GSW,NBA,PF,75,1703,13.1,.492,,.110,8.0,14.0,10.9,8.1,1.5,0.4,12.1,21.8,,0.7,1.9,2.6,.074,,-1.2,-0.6,-1.8,0.1
3678,Dexter Shouse,1989-90,26,PHI,NBA,PG,3,18,-6.8,.000,.250,.000,0.0,0.0,0.0,12.8,2.8,3.4,33.3,14.1,,-0.1,0.0,-0.1,-0.281,,-14.2,-0.9,-15.0,-0.1
