,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer36,FGAPer36,FG%Per36,3pPer36,3PAPer36,3p%Per36,2pPer36,2pAPer36,2p%Per36,FTPer36,FTAPer36,FT%Per36,ORGPer36,DRBPer36,TotalRebPer36,AstPer36,StealPer36,BlkPer36,TOVPer36,FoulsPer36,PtsPer36
1009,Byron Dinkins,Career,,,NBA,,45,0,511,4.1,10.1,.406,0.1,0.6,.111,4.0,9.4,.425,2.4,2.7,.872,0.9,2.7,3.7,6.6,1.5,0.1,3.5,3.2,10.6
1013,Spencer Dinwiddie,Career,,,NBA,,167,71,3759,4.5,11.6,.388,1.6,5.1,.315,2.9,6.5,.445,3.3,4.2,.800,0.6,3.6,4.2,7.0,1.1,0.5,1.9,3.2,14.0
1014,Ike Diogu,Career,,,NBA,,225,18,2795,6.3,12.3,.509,0.0,0.0,.500,6.3,12.3,.509,4.8,6.1,.786,3.5,5.3,8.9,0.9,0.5,0.8,2.6,5.5,17.4
1015,DeSagana Diop,Career,,,NBA,,601,93,8403,2.2,5.0,.427,0.0,0.0,.167,2.2,5.0,.429,0.8,1.6,.467,3.6,5.9,9.5,1.2,1.0,2.7,1.5,5.2,5.1
1018,Vlade Divac,Career,,,NBA,,1134,979,33838,5.5,11.2,.495,0.1,0.5,.235,5.4,10.7,.506,3.1,4.4,.692,3.1,6.9,9.9,3.8,1.4,1.7,2.6,3.8,14.3
1019,Juan Dixon,Career,,,NBA,,436,77,8509,5.9,14.4,.413,1.4,4.1,.341,4.5,10.2,.442,2.3,2.8,.833,0.7,2.8,3.5,3.3,1.4,0.1,2.3,3.1,15.6
1020,Aleksandar Djordjevic,Career,,,NBA,,8,0,61,4.7,9.4,.500,3.0,4.1,.714,1.8,5.3,.333,2.4,3.0,.800,0.6,2.4,3.0,3.0,0.0,0.0,3.0,1.8,14.8
1022,Michael Doleac,Career,,,NBA,,587,84,8789,5.1,11.6,.439,0.0,0.0,.125,5.1,11.6,.440,1.6,2.0,.791,2.4,5.6,8.0,1.4,0.8,0.9,1.5,5.4,11.8
1025,James Donaldson,Career,,,NBA,,957,659,26222,4.3,7.5,.571,0.0,0.0,,4.3,7.5,.571,2.7,3.7,.732,2.8,7.5,10.3,1.1,0.5,1.7,2.0,2.8,11.3
1027,Billy Donovan,Career,,,NBA,,44,0,364,4.4,10.8,.404,0.0,0.7,.000,4.4,10.1,.431,1.7,2.1,.810,0.5,2.0,2.5,8.6,1.6,0.1,4.2,3.3,10.4
1029,Keyon Dooling,Career,,,NBA,,728,86,14134,4.6,11.1,.416,1.1,3.3,.349,3.5,7.8,.443,2.5,3.2,.799,0.3,2.1,2.5,4.1,1.2,0.2,2.0,3.1,12.9
1030,Jacky Dorsey,Career,,,NBA,,60,,449,4.5,11.5,.389,0.0,0.0,,4.5,11.5,.389,2.5,4.6,.544,3.7,7.6,11.3,1.3,1.0,0.5,2.2,7.1,11.5
1031,Joey Dorsey,Career,,,NBA,,130,26,1488,3.4,6.4,.534,0.0,0.0,.000,3.4,6.4,.536,1.5,3.9,.375,4.8,7.6,12.4,1.3,1.6,1.1,2.1,6.2,8.3
1033,Tyler Dorsey,Career,,,NBA,,37,1,492,4.5,12.7,.351,2.4,7.1,.340,2.0,5.6,.364,1.7,2.5,.676,0.7,4.5,5.2,3.1,0.7,0.2,1.1,1.7,13.0
1034,Damyean Dotson,Career,,,NBA,,30,2,254,5.0,11.5,.432,1.4,4.8,.294,3.5,6.7,.532,1.0,1.4,.700,0.7,5.1,5.8,2.4,1.0,0.1,1.4,2.6,12.3
1035,Quincy Douby,Career,,,NBA,,143,0,1535,5.2,13.4,.389,1.6,5.1,.312,3.6,8.3,.436,1.8,2.0,.884,0.8,2.8,3.6,2.2,1.2,0.5,2.0,3.0,13.8
1036,Bruce Douglas,Career,,,NBA,,8,1,98,2.6,8.8,.292,0.0,0.4,.000,2.6,8.4,.304,0.0,1.5,.000,1.8,3.3,5.1,6.2,3.3,0.0,3.3,3.3,5.1
1037,John Douglas,Career,,,NBA,,67,10,1043,6.3,13.6,.461,0.7,2.1,.311,5.6,11.5,.488,2.4,3.6,.663,0.9,2.2,3.1,5.1,1.7,0.3,3.2,5.1,15.6
1038,Leon Douglas,Career,,,NBA,,456,17,10111,4.9,10.0,.495,0.0,0.0,.000,4.9,9.9,.496,2.9,4.8,.601,3.7,6.8,10.5,1.7,0.7,1.2,2.8,5.8,12.8
1039,Sherman Douglas,Career,,,NBA,,765,482,21148,5.7,11.7,.484,0.3,1.0,.267,5.4,10.7,.504,2.7,4.0,.678,0.9,1.9,2.8,7.7,1.3,0.1,3.0,2.7,14.3
1040,Toney Douglas,Career,,,NBA,,394,65,7511,5.2,13.0,.404,2.1,6.0,.354,3.1,6.9,.448,1.8,2.2,.824,1.0,3.2,4.2,4.3,1.7,0.1,2.0,3.7,14.4
1041,Chris Douglas-Roberts,Career,,,NBA,,222,61,4381,4.7,10.8,.439,0.7,2.1,.329,4.0,8.7,.465,2.8,3.4,.831,0.7,3.2,3.9,2.1,1.1,0.5,1.6,2.4,12.9
1044,Zabian Dowdell,Career,,,NBA,,24,0,292,6.3,15.4,.408,0.4,1.2,.300,5.9,14.2,.417,2.0,2.1,.941,0.6,1.8,2.5,6.3,2.5,0.2,3.6,3.7,14.9
1048,Milton Doyle,Career,,,NBA,,6,0,63,4.0,14.3,.280,1.1,7.4,.154,2.9,6.9,.417,1.1,1.7,.667,1.1,4.0,5.1,2.3,1.1,0.6,1.1,1.7,10.3
1049,PJ Dozier,Career,,,NBA,,2,0,3,12.0,24.0,.500,0.0,0.0,,12.0,24.0,.500,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0
1050,Terry Dozier,Career,,,NBA,,9,0,92,3.5,10.6,.333,0.0,0.4,.000,3.5,10.2,.346,1.6,3.1,.500,2.7,3.1,5.9,1.2,2.3,0.8,2.7,3.9,8.6
1051,Goran Dragic,Career,,,NBA,,704,468,19685,6.5,13.9,.468,1.4,4.0,.362,5.1,9.9,.510,3.2,4.2,.758,1.0,2.9,3.9,6.2,1.3,0.2,2.9,3.0,17.6
1052,Zoran Dragic,Career,,,NBA,,16,1,75,5.3,14.4,.367,1.4,6.7,.214,3.8,7.7,.500,1.4,2.4,.600,2.4,1.4,3.8,2.4,1.0,0.0,2.4,2.9,13.4
1053,Greg Dreiling,Career,,,NBA,,474,94,4241,3.2,6.8,.467,0.0,0.1,.333,3.2,6.7,.469,2.2,3.4,.649,2.4,6.2,8.6,1.6,0.7,1.2,2.1,7.8,8.6
1054,Bryce Drew,Career,,,NBA,,243,46,3970,3.8,9.9,.382,1.4,3.7,.371,2.4,6.3,.389,0.8,1.0,.830,0.5,2.2,2.7,4.8,1.1,0.1,1.9,2.6,9.8
1055,John Drew,Career,,,NBA,,739,104,21828,9.0,19.2,.470,0.0,0.2,.175,9.0,19.1,.472,7.1,9.5,.748,3.6,4.8,8.4,2.0,1.7,0.3,3.5,4.4,25.2
1056,Larry Drew,Career,,,NBA,,714,341,18370,6.5,13.9,.467,0.2,0.8,.291,6.3,13.1,.478,2.7,3.4,.798,0.5,2.0,2.5,7.3,1.6,0.1,3.1,2.5,15.9
1057,Larry Drew II,Career,,,NBA,,15,1,234,3.2,10.0,.323,0.6,4.5,.138,2.6,5.5,.472,0.3,0.5,.667,0.3,2.2,2.5,7.2,0.9,0.0,4.0,2.3,7.4
1058,Clyde Drexler,Career,,,NBA,,1086,950,37537,8.0,16.9,.472,0.8,2.5,.318,7.2,14.5,.498,4.5,5.7,.788,2.5,3.9,6.4,5.9,2.1,0.7,2.9,3.2,21.3
1059,Nate Driggers,Career,,,NBA,,15,0,132,3.5,11.7,.302,0.0,2.5,.000,3.5,9.3,.382,2.7,3.8,.714,3.3,2.7,6.0,1.6,0.8,0.5,1.6,2.7,9.8
1060,Terry Driscoll,Career,,,TOT,,274,,3632,4.5,10.6,.419,0.0,0.0,,4.5,10.6,.419,2.3,3.3,.694,3.8,6.1,11.0,2.2,1.0,0.7,2.9,5.8,11.2
1061,Predrag Drobnjak,Career,,,NBA,,278,96,5542,5.9,13.8,.425,0.4,1.3,.340,5.4,12.5,.433,2.0,2.6,.799,2.0,4.3,6.3,1.5,0.9,0.8,1.6,3.3,14.2
1062,Ralph Drollinger,Career,,,NBA,,6,,67,3.8,7.5,.500,0.0,0.0,,3.8,7.5,.500,0.5,2.1,.250,2.7,7.5,10.2,7.5,0.5,1.1,7.0,8.6,8.1
1063,Andre Drummond,Career,,,NBA,,445,395,13440,6.9,12.6,.546,0.0,0.1,.192,6.9,12.6,.548,2.3,5.6,.414,5.6,10.2,15.8,1.3,1.5,1.8,2.0,3.7,16.1
1065,Kevin Duckworth,Career,,,NBA,,684,527,17462,6.6,14.2,.468,0.0,0.0,.208,6.6,14.1,.469,3.4,4.6,.736,2.8,5.3,8.1,1.2,0.7,0.7,2.6,4.5,16.7
1067,Chris Dudley,Career,,,NBA,,886,331,16321,3.1,7.5,.412,0.0,0.0,.000,3.1,7.4,.412,1.5,3.3,.458,4.9,7.1,12.0,0.8,0.7,2.3,1.6,5.1,7.7
1068,Jared Dudley,Career,,,NBA,,776,260,18246,4.5,9.6,.467,1.6,4.0,.396,2.9,5.6,.518,1.8,2.4,.733,1.5,3.6,5.1,2.5,1.3,0.3,1.4,2.8,12.3
1069,Terry Duerod,Career,,,NBA,,143,0,1977,7.8,16.9,.462,0.4,1.3,.329,7.4,15.6,.473,1.5,2.2,.672,0.9,2.0,2.9,3.1,1.1,0.3,2.3,2.6,17.5
1072,Chris Duhon,Career,,,NBA,,606,319,15526,3.1,8.0,.393,1.5,4.1,.363,1.6,3.8,.426,1.4,1.7,.784,0.5,2.7,3.2,6.2,1.1,0.1,2.1,2.2,9.1
1073,Duje Dukan,Career,,,NBA,,1,0,24,3.0,15.0,.200,3.0,7.5,.400,0.0,7.5,.000,0.0,0.0,,3.0,3.0,6.0,1.5,1.5,0.0,0.0,3.0,9.0
1075,Joe Dumars,Career,,,NBA,,1018,944,35139,6.1,13.3,.460,1.0,2.7,.382,5.1,10.7,.480,3.5,4.2,.843,0.7,1.6,2.3,4.7,0.9,0.1,2.1,1.9,16.8
1077,Richard Dumas,Career,,,NBA,,102,47,2226,7.0,13.8,.509,0.0,0.2,.231,7.0,13.6,.514,3.4,4.9,.694,2.6,3.1,5.7,1.8,2.2,0.8,2.4,3.7,17.5
1078,Tony Dumas,Career,,,NBA,,156,13,2222,6.6,16.4,.404,1.7,5.1,.327,5.0,11.4,.438,3.6,5.9,.608,1.5,1.7,3.2,3.0,1.1,0.3,2.4,4.1,18.5
1080,Tim Duncan,Career,,,NBA,,1392,1389,47368,7.8,15.5,.506,0.0,0.1,.179,7.8,15.3,.509,4.5,6.4,.696,2.9,8.5,11.5,3.2,0.8,2.3,2.6,2.5,20.1
1081,Mike Dunleavy,Career,,,NBA,,438,55,8428,5.6,12.0,.467,0.8,2.3,.339,5.0,10.2,.489,3.1,3.9,.810,0.6,2.3,2.9,7.4,1.4,0.1,3.2,4.3,14.9
1082,Mike Dunleavy,Career,,,NBA,,986,585,27340,5.2,11.8,.441,1.7,4.6,.377,3.5,7.2,.481,2.5,3.1,.803,0.9,4.6,5.5,2.9,0.9,0.4,1.8,2.6,14.5
1083,Kris Dunn,Career,,,NBA,,124,44,2690,5.0,12.3,.409,0.8,2.5,.311,4.2,9.7,.435,1.4,2.1,.673,0.6,4.4,5.0,6.2,2.2,0.8,3.0,4.4,12.2
1085,T.R. Dunn,Career,,,NBA,,993,457,23080,3.2,6.9,.457,0.0,0.0,.050,3.2,6.9,.459,1.5,2.1,.725,2.7,4.1,6.8,2.5,2.1,0.4,1.3,3.2,7.9
1086,Ronald Dupree,Career,,,NBA,,157,8,1758,4.5,10.4,.427,0.1,0.3,.385,4.4,10.2,.429,2.3,4.2,.559,2.4,4.6,6.9,2.0,1.2,0.6,1.8,5.2,11.4
1087,Kevin Durant,Career,,,NBA,,758,758,28173,8.9,18.2,.490,1.8,4.7,.384,7.1,13.5,.527,6.7,7.6,.882,0.7,6.2,6.9,3.8,1.1,1.1,3.1,1.8,26.3
1088,John Duren,Career,,,NBA,,201,33,2947,3.9,8.9,.435,0.0,0.3,.120,3.8,8.6,.446,0.9,1.2,.750,0.7,2.0,2.8,5.0,1.3,0.1,2.5,4.9,8.7
1090,Pat Durham,Career,,,NBA,,64,3,930,4.8,10.1,.469,0.2,1.0,.192,4.6,9.1,.500,2.8,4.2,.667,1.6,2.6,4.2,2.2,1.4,1.3,2.0,4.6,12.5
1091,Devin Durrant,Career,,,NBA,,63,8,807,5.4,13.2,.414,0.0,0.1,.000,5.4,13.0,.418,3.3,4.7,.689,2.3,3.6,5.9,3.8,1.0,0.4,3.6,5.2,14.1
1095,Craig Dykema,Career,,,NBA,,32,0,103,5.9,12.9,.459,0.7,1.4,.500,5.2,11.5,.455,2.4,3.1,.778,1.0,3.1,4.2,5.2,0.7,0.0,2.4,6.6,15.0
1097,Jerome Dyson,Career,,,NBA,,9,1,180,3.8,9.6,.396,0.2,1.6,.125,3.6,8.0,.450,5.6,7.2,.778,0.4,3.4,3.8,3.6,2.2,0.4,4.0,3.8,13.4
1098,Ledell Eackles,Career,,,NBA,,441,88,8917,7.3,16.4,.445,0.6,1.6,.336,6.8,14.8,.457,4.1,5.4,.767,1.5,2.5,4.0,3.0,1.0,0.1,2.4,3.2,19.3
1099,Jim Eakins,Career,,,TOT,,767,,19023,5.5,10.9,.504,0.0,0.0,.000,5.5,10.9,.504,4.6,5.9,.788,3.6,6.9,10.6,2.5,0.8,1.4,2.8,4.3,15.6
1100,Acie Earl,Career,,,NBA,,193,18,2512,5.2,12.8,.403,0.0,0.1,.000,5.2,12.7,.407,3.7,5.5,.667,2.7,4.7,7.4,0.9,0.9,1.8,2.4,5.0,14.0
1102,Cleanthony Early,Career,,,NBA,,56,9,801,4.0,11.4,.346,1.2,4.4,.263,2.8,7.0,.400,1.8,2.3,.750,1.2,4.4,5.5,1.9,1.2,0.7,2.2,3.3,10.8
1104,Mark Eaton,Career,,,NBA,,875,815,25169,3.0,6.5,.458,0.0,0.0,.000,3.0,6.5,.458,1.5,2.4,.649,2.7,7.3,9.9,1.2,0.5,4.4,1.8,4.2,7.5
1105,Jerry Eaves,Career,,,NBA,,168,8,2685,5.6,11.8,.472,0.0,0.2,.071,5.6,11.6,.478,4.0,5.2,.773,0.9,1.9,2.8,5.6,1.1,0.1,3.4,2.9,15.2
1106,Devin Ebanks,Career,,,NBA,,63,15,711,4.2,10.8,.385,0.4,1.8,.222,3.7,9.0,.418,2.6,3.6,.722,2.6,3.6,6.2,1.2,0.9,0.6,1.8,2.8,11.3
1109,Ndudi Ebi,Career,,,NBA,,19,0,86,7.1,14.7,.486,0.0,0.4,.000,7.1,14.2,.500,2.5,5.4,.462,3.3,4.6,8.0,1.7,0.4,2.1,2.5,5.4,16.7
1110,Roy Ebron,Career,,,ABA,,40,,529,7.0,14.4,.488,0.0,0.1,.000,7.0,14.3,.490,2.9,5.7,.512,5.4,6.6,12.0,1.3,1.1,2.2,2.4,4.6,16.9
1111,Jarell Eddie,Career,,,NBA,,33,0,215,4.4,14.2,.306,3.2,10.7,.297,1.2,3.5,.333,2.7,2.8,.941,0.5,4.7,5.2,0.8,1.2,0.2,0.3,1.0,14.6
1112,Patrick Eddie,Career,,,NBA,,4,0,13,5.5,24.9,.222,0.0,0.0,,5.5,24.9,.222,0.0,0.0,,0.0,2.8,2.8,0.0,0.0,0.0,0.0,8.3,11.1
1114,Kenton Edelin,Career,,,NBA,,10,1,143,1.0,3.3,.308,0.0,0.0,,1.0,3.3,.308,0.8,2.0,.375,2.0,4.5,6.5,2.5,1.3,1.0,0.8,9.8,2.8
1115,Charles Edge,Career,,,ABA,,155,,3090,5.9,11.8,.502,0.0,0.0,.000,5.9,11.7,.504,2.2,3.4,.632,4.8,6.6,11.4,1.3,1.4,1.2,2.5,2.8,14.0
1117,Keith Edmonson,Career,,,NBA,,87,2,931,8.0,17.8,.448,0.0,0.1,.000,8.0,17.7,.450,4.3,5.9,.719,2.6,2.4,4.9,2.2,1.4,0.5,3.1,4.8,20.2
1118,Tyus Edney,Career,,,NBA,,226,87,4743,4.4,10.9,.405,0.5,1.5,.322,3.9,9.4,.419,3.8,4.7,.806,0.9,2.1,3.0,6.9,1.6,0.0,3.0,2.9,13.1
1119,Bill Edwards,Career,,,NBA,,3,0,44,1.6,14.7,.111,0.0,4.1,.000,1.6,10.6,.154,1.6,4.1,.400,4.1,7.4,11.5,3.3,2.5,0.8,3.3,4.9,4.9
1120,Blue Edwards,Career,,,NBA,,704,452,18409,5.9,12.4,.475,0.6,1.8,.335,5.3,10.7,.498,2.4,3.1,.779,1.4,3.3,4.6,2.8,1.4,0.6,2.3,3.8,14.8
1121,Corsley Edwards,Career,,,NBA,,10,0,110,3.3,10.1,.323,0.0,0.0,,3.3,10.1,.323,2.3,3.9,.583,3.9,4.3,8.2,1.0,1.0,1.3,0.7,6.2,8.8
1122,Doug Edwards,Career,,,NBA,,85,0,838,3.1,8.1,.378,0.0,0.3,.000,3.1,7.8,.390,2.6,3.7,.709,2.6,4.0,6.6,2.6,0.7,1.2,2.4,3.9,8.7
1123,Franklin Edwards,Career,,,NBA,,296,36,4436,6.0,13.3,.449,0.0,0.3,.030,6.0,13.1,.457,2.6,3.3,.795,0.6,1.8,2.4,6.3,2.0,0.2,3.2,2.8,14.6
1124,James Edwards,Career,,,NBA,,1168,467,28356,7.4,14.9,.495,0.0,0.0,.048,7.4,14.9,.496,4.1,5.9,.698,2.3,5.3,7.6,1.9,0.5,1.1,2.5,5.1,18.9
1125,Jay Edwards,Career,,,NBA,,4,0,26,4.2,9.7,.429,0.0,2.8,.000,4.2,6.9,.600,1.4,4.2,.333,1.4,1.4,2.8,5.5,1.4,0.0,1.4,5.5,9.7
1126,John Edwards,Career,,,NBA,,65,5,435,3.5,7.8,.447,0.0,0.0,,3.5,7.8,.447,1.2,2.1,.600,2.2,3.4,5.5,0.7,0.5,1.6,1.7,7.3,8.2
1127,Kevin Edwards,Career,,,NBA,,604,302,15332,6.2,14.7,.423,0.4,1.2,.335,5.8,13.5,.431,2.6,3.3,.803,1.2,2.7,3.9,3.8,1.9,0.5,2.7,2.4,15.5
1128,Shane Edwards,Career,,,NBA,,2,0,12,3.0,9.0,.333,0.0,0.0,,3.0,9.0,.333,0.0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0
1132,Craig Ehlo,Career,,,NBA,,873,321,21071,5.1,11.2,.453,1.1,2.9,.369,4.0,8.4,.481,1.6,2.3,.689,1.7,3.7,5.4,4.2,1.7,0.4,2.1,2.9,12.8
1134,Howard Eisley,Career,,,NBA,,786,167,16013,4.2,10.4,.407,1.2,3.3,.350,3.1,7.1,.434,1.9,2.3,.827,0.5,2.5,3.0,6.2,1.2,0.2,2.6,3.8,11.5
1135,Obinna Ekezie,Career,,,NBA,,143,32,1516,3.9,9.3,.423,0.0,0.0,.000,3.9,9.2,.424,4.3,5.9,.720,3.5,5.6,9.1,0.7,0.9,0.6,2.3,6.0,12.1
1136,Khalid El-Amin,Career,,,NBA,,50,14,936,4.4,12.0,.370,1.1,3.2,.333,3.3,8.7,.383,2.2,2.8,.778,0.8,2.3,3.1,5.6,1.8,0.1,2.1,3.8,12.1
1138,Mario Elie,Career,,,NBA,,732,395,18654,4.1,8.7,.473,1.1,3.0,.365,3.0,5.6,.530,2.8,3.3,.854,1.0,2.9,3.9,3.6,1.3,0.2,1.9,2.8,12.1
1140,Henry Ellenson,Career,,,NBA,,44,2,307,5.7,16.3,.353,2.2,7.5,.297,3.5,8.8,.400,0.8,1.6,.500,1.6,8.3,10.0,1.9,0.5,0.1,2.7,2.1,14.5
1141,Wayne Ellington,Career,,,NBA,,575,127,11964,5.0,12.3,.411,2.3,6.2,.379,2.7,6.1,.443,1.2,1.4,.850,0.6,3.2,3.8,1.9,0.9,0.1,1.2,1.9,13.6
1142,Bob Elliott,Career,,,NBA,,141,,2324,5.5,11.2,.494,0.0,0.1,.333,5.5,11.1,.496,4.1,6.4,.649,2.9,4.9,7.8,3.2,1.1,0.5,3.6,4.7,15.2
1143,Sean Elliott,Career,,,NBA,,742,712,24502,5.7,12.2,.465,0.9,2.3,.375,4.8,9.9,.486,3.3,4.1,.799,1.2,3.5,4.7,2.8,0.8,0.4,2.0,2.4,15.5
1144,Bo Ellis,Career,,,NBA,,168,,1984,4.3,9.9,.431,0.0,0.2,.000,4.3,9.9,.433,2.6,3.5,.731,3.3,5.4,8.7,2.1,1.3,1.5,2.6,5.8,11.1
1146,Dale Ellis,Career,,,NBA,,1209,589,34778,7.6,15.8,.479,1.8,4.4,.403,5.8,11.4,.509,2.7,3.5,.784,1.6,2.8,4.3,1.8,1.0,0.2,1.8,2.6,19.7
1147,Harold Ellis,Career,,,NBA,,145,26,1923,5.8,11.1,.527,0.0,0.4,.048,5.8,10.7,.545,4.0,6.2,.653,3.3,2.1,5.4,1.7,3.0,0.3,2.1,4.7,15.7
1149,LaPhonso Ellis,Career,,,NBA,,624,359,17616,5.9,13.1,.452,0.5,1.6,.302,5.4,11.5,.473,2.8,3.9,.730,2.7,5.5,8.2,2.0,0.9,1.0,2.0,4.0,15.1
1150,LeRon Ellis,Career,,,NBA,,91,2,857,4.6,10.7,.433,0.0,0.0,,4.6,10.7,.433,2.4,3.9,.613,3.7,5.6,9.2,1.2,1.1,1.6,1.5,4.4,11.6
1152,Monta Ellis,Career,,,NBA,,833,713,29011,7.1,15.7,.451,0.9,2.9,.314,6.2,12.8,.482,3.3,4.3,.772,0.6,2.9,3.6,4.8,1.7,0.3,2.8,2.4,18.4
1153,Pervis Ellison,Career,,,NBA,,474,245,11593,5.7,11.1,.510,0.0,0.1,.050,5.7,11.1,.513,2.6,3.8,.689,3.4,6.5,9.8,2.1,0.9,2.3,2.5,4.6,14.0
1154,Len Elmore,Career,,,TOT,,658,75,12389,4.7,11.5,.410,0.0,0.0,.200,4.7,11.5,.410,2.0,2.8,.726,3.2,6.6,9.8,1.8,1.7,2.0,2.3,5.3,11.5
1155,Francisco Elson,Career,,,NBA,,472,149,7207,3.6,7.6,.478,0.0,0.1,.188,3.6,7.5,.481,1.4,1.9,.700,2.5,5.7,8.2,1.3,1.1,1.3,1.8,5.0,8.6
1156,Darrell Elston,Career,,,TOT,,77,,1909,4.8,11.8,.402,0.1,0.3,.167,4.7,11.5,.409,1.8,2.4,.752,0.9,2.3,3.2,3.8,1.6,0.2,2.4,3.2,11.3
1157,Melvin Ely,Career,,,NBA,,375,55,6005,4.7,10.2,.460,0.0,0.0,.000,4.7,10.2,.461,2.6,4.1,.625,2.7,4.6,7.3,1.6,0.6,1.3,2.4,4.6,11.9
1158,Joel Embiid,Career,,,NBA,,81,81,2356,9.5,19.7,.481,1.4,4.1,.333,8.1,15.6,.520,7.4,9.6,.771,2.7,9.6,12.3,3.5,0.9,2.5,4.7,4.3,27.7
1160,Andre Emmett,Career,,,NBA,,14,0,73,3.0,6.4,.462,0.0,0.5,.000,3.0,5.9,.500,3.9,6.4,.615,1.0,3.0,3.9,0.5,1.0,0.5,1.5,3.0,9.9
1162,Chris Engler,Career,,,NBA,,195,2,1405,3.5,8.6,.411,0.0,0.0,,3.5,8.6,.411,1.7,2.5,.677,3.5,6.4,9.9,1.2,0.8,1.1,2.3,7.0,8.8
1163,Wayne Englestad,Career,,,NBA,,11,0,50,7.9,20.9,.379,0.0,0.0,,7.9,20.9,.379,4.3,7.2,.600,3.6,7.9,11.5,5.0,0.7,0.0,2.2,8.6,20.2
1164,A.J. English,Career,,,NBA,,151,18,3108,7.1,16.4,.435,0.1,0.8,.138,7.0,15.7,.449,3.0,3.9,.778,1.6,2.0,3.6,3.7,0.7,0.3,2.4,3.3,17.4
1165,Alex English,Career,,,NBA,,1193,753,38063,10.1,19.9,.507,0.0,0.1,.217,10.1,19.8,.508,4.0,4.9,.832,2.6,3.6,6.2,4.1,1.0,0.8,2.7,2.9,24.2
1167,Jo Jo English,Career,,,NBA,,50,0,577,4.6,11.1,.416,0.7,2.0,.344,3.9,9.1,.432,1.2,2.2,.556,0.7,2.6,3.4,2.9,1.1,0.8,2.9,5.3,11.2
1168,Kim English,Career,,,NBA,,41,0,407,3.7,9.9,.375,1.2,4.4,.280,2.5,5.5,.452,1.9,2.6,.724,0.7,2.6,3.3,2.3,1.4,0.3,1.7,4.1,10.5
1169,Scott English,Career,,,TOT,,105,,1560,5.7,13.9,.414,0.0,0.3,.100,5.7,13.7,.419,2.2,2.8,.770,3.5,6.5,9.8,2.5,1.3,0.5,2.6,3.7,13.7
1171,James Ennis,Career,,,NBA,,201,52,4099,3.8,8.4,.457,1.3,3.5,.373,2.5,4.9,.516,2.4,2.9,.815,1.8,4.0,5.8,1.6,1.1,0.5,1.4,3.4,11.3
1172,Tyler Ennis,Career,,,NBA,,169,21,2035,4.8,11.7,.410,1.0,3.3,.314,3.8,8.5,.447,1.1,1.5,.762,0.7,3.0,3.6,5.5,1.5,0.2,2.7,3.7,11.8
1174,Semih Erden,Career,,,NBA,,69,17,928,3.9,7.2,.546,0.0,0.0,,3.9,7.2,.546,2.3,3.9,.594,2.2,5.2,7.4,1.1,1.0,1.1,1.9,6.4,10.2
1177,Julius Erving,Career,,,TOT,,1243,442,45227,9.4,18.6,.506,0.1,0.4,.298,9.3,18.2,.510,5.0,6.4,.777,2.9,5.4,8.4,4.1,2.0,1.7,3.4,2.8,23.9
1178,Evan Eschmeyer,Career,,,NBA,,153,65,2138,2.7,5.7,.463,0.0,0.0,,2.7,5.7,.463,1.8,2.8,.621,3.7,6.4,10.1,1.3,1.2,1.6,1.6,6.7,7.1
1180,Vincenzo Esposito,Career,,,NBA,,30,0,282,4.6,12.8,.360,1.7,7.1,.232,2.9,5.6,.523,4.0,5.0,.795,0.5,1.5,2.0,2.9,0.9,0.0,5.0,3.4,14.8
1183,Brian Evans,Career,,,NBA,,102,1,1097,4.7,12.4,.381,1.2,3.5,.343,3.5,8.9,.396,1.6,2.0,.820,1.8,3.5,5.4,2.5,1.1,0.6,1.4,3.8,12.3
1184,Earl Evans,Career,,,NBA,,36,,381,6.0,13.2,.450,0.7,1.7,.389,5.3,11.5,.459,2.3,4.0,.571,2.5,4.6,7.1,3.5,1.3,0.1,3.4,6.0,14.8
1185,Jawun Evans,Career,,,NBA,,38,4,701,4.2,12.3,.343,0.7,2.5,.265,3.5,9.8,.363,1.9,2.4,.787,0.4,3.5,4.0,4.7,1.7,0.3,2.2,4.2,11.0
1186,Jeremy Evans,Career,,,NBA,,249,9,2621,5.0,8.8,.568,0.1,0.4,.231,4.9,8.4,.582,2.0,2.9,.687,3.3,5.5,8.8,1.5,1.2,1.7,1.2,4.0,12.0
1187,Maurice Evans,Career,,,NBA,,562,123,10918,4.7,10.7,.442,1.4,3.9,.363,3.3,6.8,.487,1.5,1.9,.785,1.8,2.7,4.6,1.4,1.0,0.3,0.9,3.2,12.4
1188,Mike Evans,Career,,,NBA,,591,15,9858,6.7,14.8,.452,0.8,2.7,.307,5.9,12.1,.485,2.3,2.9,.807,0.7,2.3,3.0,5.5,1.6,0.2,3.0,4.3,16.5
1189,Reggie Evans,Career,,,NBA,,809,372,15572,2.6,5.5,.465,0.0,0.0,.091,2.6,5.5,.467,2.5,4.7,.528,4.6,8.7,13.3,1.1,1.3,0.3,2.1,4.4,7.6
1190,Tyreke Evans,Career,,,NBA,,522,405,16751,6.9,15.6,.445,0.9,2.8,.316,6.1,12.8,.473,3.7,4.8,.760,1.0,4.4,5.4,5.7,1.4,0.4,2.9,2.5,18.4
