,Name,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
995,Clyde Dickey,Career,,,ABA,,58,,8.1,1.2,3.5,.350,0.0,0.3,.133,1.2,3.2,.367,.355,0.3,0.4,.762,0.2,0.8,1.1,0.8,0.2,0.0,0.8,0.8,2.8
999,Travis Diener,Career,,,NBA,,179,21,14.9,1.7,4.3,.388,0.9,2.6,.353,0.7,1.7,.442,.495,0.5,0.6,.847,0.2,1.1,1.4,2.4,0.4,0.1,0.6,1.1,4.8
1000,Gorgui Dieng,Career,,,NBA,,360,185,25.0,3.2,6.4,.507,0.1,0.3,.314,3.1,6.1,.518,.515,1.8,2.3,.785,2.1,4.7,6.8,1.5,0.9,1.1,1.3,2.5,8.4
1002,Coby Dietrick,Career,,,TOT,,842,0,19.3,2.6,5.5,.462,0.0,0.1,.194,2.5,5.5,.464,.463,1.0,1.3,.735,1.4,3.1,4.5,2.1,0.9,0.6,1.3,2.8,6.1
1005,Dwaine Dillard,Career,,,ABA,,3,,6.3,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,0.7,1.000,0.7,2.3,3.0,0.7,0.7,0.7,1.7,2.3,1.3
1006,Mickey Dillard,Career,,,NBA,,33,0,6.7,0.9,2.4,.367,0.0,0.1,.000,0.9,2.3,.387,.367,0.5,0.7,.652,0.2,0.3,0.5,1.0,0.2,0.1,0.5,1.2,2.2
1009,Byron Dinkins,Career,,,NBA,,45,0,11.4,1.3,3.2,.406,0.0,0.2,.111,1.3,3.0,.425,.409,0.8,0.9,.872,0.3,0.9,1.2,2.1,0.5,0.0,1.1,1.0,3.4
1013,Spencer Dinwiddie,Career,,,NBA,,167,71,22.5,2.8,7.3,.388,1.0,3.2,.315,1.8,4.1,.445,.457,2.1,2.6,.800,0.4,2.2,2.6,4.4,0.7,0.3,1.2,2.0,8.7
1014,Ike Diogu,Career,,,NBA,,225,18,12.4,2.2,4.3,.509,0.0,0.0,.500,2.2,4.2,.509,.510,1.6,2.1,.786,1.2,1.8,3.1,0.3,0.2,0.3,0.9,1.9,6.0
1015,DeSagana Diop,Career,,,NBA,,601,93,14.0,0.8,2.0,.427,0.0,0.0,.167,0.8,1.9,.429,.428,0.3,0.6,.467,1.4,2.3,3.7,0.4,0.4,1.0,0.6,2.0,2.0
1018,Vlade Divac,Career,,,NBA,,1134,979,29.8,4.6,9.3,.495,0.1,0.4,.235,4.5,8.9,.506,.500,2.5,3.7,.692,2.5,5.7,8.2,3.1,1.1,1.4,2.2,3.2,11.8
1019,Juan Dixon,Career,,,NBA,,436,77,19.5,3.2,7.8,.413,0.8,2.2,.341,2.5,5.6,.442,.461,1.3,1.5,.833,0.4,1.5,1.9,1.8,0.8,0.1,1.3,1.7,8.4
1020,Aleksandar Djordjevic,Career,,,NBA,,8,0,7.6,1.0,2.0,.500,0.6,0.9,.714,0.4,1.1,.333,.656,0.5,0.6,.800,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1
1022,Michael Doleac,Career,,,NBA,,587,84,15.0,2.1,4.8,.439,0.0,0.0,.125,2.1,4.8,.440,.439,0.7,0.8,.791,1.0,2.3,3.3,0.6,0.3,0.4,0.6,2.2,4.9
1025,James Donaldson,Career,,,NBA,,957,659,27.4,3.2,5.7,.571,0.0,0.0,,3.2,5.7,.571,.571,2.1,2.8,.732,2.2,5.7,7.8,0.8,0.4,1.3,1.5,2.1,8.6
1027,Billy Donovan,Career,,,NBA,,44,0,8.3,1.0,2.5,.404,0.0,0.2,.000,1.0,2.3,.431,.404,0.4,0.5,.810,0.1,0.5,0.6,2.0,0.4,0.0,1.0,0.8,2.4
1029,Keyon Dooling,Career,,,NBA,,728,86,19.4,2.5,6.0,.416,0.6,1.8,.349,1.9,4.2,.443,.467,1.4,1.7,.799,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7.0
1030,Jacky Dorsey,Career,,,NBA,,60,,7.5,0.9,2.4,.389,0.0,0.0,,0.9,2.4,.389,.389,0.5,1.0,.544,0.8,1.6,2.4,0.3,0.2,0.1,0.5,1.5,2.4
1031,Joey Dorsey,Career,,,NBA,,130,26,11.4,1.1,2.0,.534,0.0,0.0,.000,1.1,2.0,.536,.534,0.5,1.2,.375,1.5,2.4,3.9,0.4,0.5,0.3,0.7,2.0,2.6
1033,Tyler Dorsey,Career,,,NBA,,37,1,13.3,1.6,4.7,.351,0.9,2.6,.340,0.8,2.1,.364,.445,0.6,0.9,.676,0.3,1.6,1.9,1.1,0.2,0.1,0.4,0.6,4.8
1034,Damyean Dotson,Career,,,NBA,,30,2,8.5,1.2,2.7,.432,0.3,1.1,.294,0.8,1.6,.532,.494,0.2,0.3,.700,0.2,1.2,1.4,0.6,0.2,0.0,0.3,0.6,2.9
1035,Quincy Douby,Career,,,NBA,,143,0,10.7,1.6,4.0,.389,0.5,1.5,.312,1.1,2.5,.436,.448,0.5,0.6,.884,0.2,0.8,1.1,0.7,0.3,0.1,0.6,0.9,4.1
1036,Bruce Douglas,Career,,,NBA,,8,1,12.3,0.9,3.0,.292,0.0,0.1,.000,0.9,2.9,.304,.292,0.0,0.5,.000,0.6,1.1,1.8,2.1,1.1,0.0,1.1,1.1,1.8
1037,John Douglas,Career,,,NBA,,67,10,15.6,2.7,5.9,.461,0.3,0.9,.311,2.4,5.0,.488,.485,1.0,1.6,.663,0.4,1.0,1.4,2.2,0.7,0.1,1.4,2.2,6.7
1038,Leon Douglas,Career,,,NBA,,456,17,22.2,3.0,6.1,.495,0.0,0.0,.000,3.0,6.1,.496,.495,1.8,3.0,.601,2.3,4.2,6.5,1.1,0.5,0.7,1.8,3.6,7.9
1039,Sherman Douglas,Career,,,NBA,,765,482,27.6,4.4,9.0,.484,0.2,0.8,.267,4.2,8.2,.504,.495,2.1,3.1,.678,0.7,1.5,2.2,5.9,1.0,0.1,2.3,2.1,11.0
1040,Toney Douglas,Career,,,NBA,,394,65,19.1,2.8,6.9,.404,1.1,3.2,.354,1.6,3.7,.448,.486,1.0,1.2,.824,0.5,1.7,2.2,2.3,0.9,0.1,1.0,2.0,7.6
1041,Chris Douglas-Roberts,Career,,,NBA,,222,61,19.7,2.6,5.9,.439,0.4,1.1,.329,2.2,4.7,.465,.471,1.5,1.8,.831,0.4,1.8,2.1,1.1,0.6,0.2,0.9,1.3,7.1
1044,Zabian Dowdell,Career,,,NBA,,24,0,12.2,2.1,5.2,.408,0.1,0.4,.300,2.0,4.8,.417,.420,0.7,0.7,.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5.0
1048,Milton Doyle,Career,,,NBA,,6,0,10.5,1.2,4.2,.280,0.3,2.2,.154,0.8,2.0,.417,.320,0.3,0.5,.667,0.3,1.2,1.5,0.7,0.3,0.2,0.3,0.5,3.0
1049,PJ Dozier,Career,,,NBA,,2,0,1.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
1050,Terry Dozier,Career,,,NBA,,9,0,10.2,1.0,3.0,.333,0.0,0.1,.000,1.0,2.9,.346,.333,0.4,0.9,.500,0.8,0.9,1.7,0.3,0.7,0.2,0.8,1.1,2.4
1051,Goran Dragic,Career,,,NBA,,704,468,28.0,5.1,10.8,.468,1.1,3.1,.362,3.9,7.7,.510,.520,2.5,3.2,.758,0.8,2.3,3.0,4.8,1.0,0.2,2.3,2.3,13.7
1052,Zoran Dragic,Career,,,NBA,,16,1,4.7,0.7,1.9,.367,0.2,0.9,.214,0.5,1.0,.500,.417,0.2,0.3,.600,0.3,0.2,0.5,0.3,0.1,0.0,0.3,0.4,1.8
1053,Greg Dreiling,Career,,,NBA,,474,94,8.9,0.8,1.7,.467,0.0,0.0,.333,0.8,1.7,.469,.469,0.6,0.8,.649,0.6,1.5,2.1,0.4,0.2,0.3,0.5,1.9,2.1
1054,Bryce Drew,Career,,,NBA,,243,46,16.3,1.7,4.5,.382,0.6,1.7,.371,1.1,2.8,.389,.451,0.4,0.5,.830,0.2,1.0,1.2,2.2,0.5,0.0,0.9,1.2,4.4
1055,John Drew,Career,,,NBA,,739,104,29.5,7.4,15.8,.470,0.0,0.2,.175,7.4,15.7,.472,.471,5.8,7.8,.748,2.9,4.0,6.9,1.7,1.4,0.3,2.7,3.6,20.7
1056,Larry Drew,Career,,,NBA,,714,341,25.7,4.6,9.9,.467,0.2,0.6,.291,4.5,9.4,.478,.475,1.9,2.4,.798,0.4,1.4,1.8,5.2,1.1,0.1,2.2,1.8,11.4
1057,Larry Drew II,Career,,,NBA,,15,1,15.6,1.4,4.3,.323,0.3,1.9,.138,1.1,2.4,.472,.354,0.1,0.2,.667,0.1,0.9,1.1,3.1,0.4,0.0,1.7,1.0,3.2
1058,Clyde Drexler,Career,,,NBA,,1086,950,34.6,7.7,16.3,.472,0.8,2.4,.318,6.9,13.9,.498,.495,4.3,5.5,.788,2.4,3.7,6.1,5.6,2.0,0.7,2.7,3.0,20.4
1059,Nate Driggers,Career,,,NBA,,15,0,8.8,0.9,2.9,.302,0.0,0.6,.000,0.9,2.3,.382,.302,0.7,0.9,.714,0.8,0.7,1.5,0.4,0.2,0.1,0.4,0.7,2.4
1060,Terry Driscoll,Career,,,TOT,,274,,13.3,1.6,3.9,.419,0.0,0.0,,1.6,3.9,.419,.419,0.8,1.2,.694,1.1,1.8,4.1,0.8,0.3,0.2,0.9,2.1,4.1
1061,Predrag Drobnjak,Career,,,NBA,,278,96,19.9,3.2,7.6,.425,0.2,0.7,.340,3.0,6.9,.433,.440,1.1,1.4,.799,1.1,2.4,3.5,0.8,0.5,0.4,0.9,1.8,7.9
1062,Ralph Drollinger,Career,,,NBA,,6,,11.2,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,0.2,0.7,.250,0.8,2.3,3.2,2.3,0.2,0.3,2.2,2.7,2.5
1063,Andre Drummond,Career,,,NBA,,445,395,30.2,5.8,10.6,.546,0.0,0.1,.192,5.8,10.5,.548,.547,1.9,4.7,.414,4.7,8.5,13.2,1.1,1.3,1.5,1.7,3.1,13.5
1065,Kevin Duckworth,Career,,,NBA,,684,527,25.5,4.7,10.0,.468,0.0,0.0,.208,4.7,10.0,.469,.468,2.4,3.3,.736,2.0,3.8,5.8,0.9,0.5,0.5,1.8,3.2,11.8
1067,Chris Dudley,Career,,,NBA,,886,331,18.4,1.6,3.8,.412,0.0,0.0,.000,1.6,3.8,.412,.412,0.8,1.7,.458,2.5,3.6,6.2,0.4,0.4,1.2,0.8,2.6,3.9
1068,Jared Dudley,Career,,,NBA,,776,260,23.5,2.9,6.3,.467,1.0,2.6,.396,1.9,3.6,.518,.549,1.1,1.6,.733,1.0,2.4,3.3,1.6,0.8,0.2,0.9,1.8,8.0
1069,Terry Duerod,Career,,,NBA,,143,0,13.8,3.0,6.5,.462,0.2,0.5,.329,2.8,6.0,.473,.475,0.6,0.8,.672,0.4,0.8,1.1,1.2,0.4,0.1,0.9,1.0,6.7
1072,Chris Duhon,Career,,,NBA,,606,319,25.6,2.2,5.7,.393,1.1,3.0,.363,1.2,2.7,.426,.488,1.0,1.2,.784,0.3,1.9,2.3,4.4,0.8,0.1,1.5,1.6,6.5
1073,Duje Dukan,Career,,,NBA,,1,0,24.0,2.0,10.0,.200,2.0,5.0,.400,0.0,5.0,.000,.300,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0
1075,Joe Dumars,Career,,,NBA,,1018,944,34.5,5.9,12.8,.460,1.0,2.5,.382,4.9,10.2,.480,.498,3.4,4.0,.843,0.7,1.5,2.2,4.5,0.9,0.1,2.0,1.8,16.1
1077,Richard Dumas,Career,,,NBA,,102,47,21.8,4.3,8.4,.509,0.0,0.1,.231,4.2,8.2,.514,.511,2.0,3.0,.694,1.6,1.9,3.4,1.1,1.3,0.5,1.5,2.2,10.6
1078,Tony Dumas,Career,,,NBA,,156,13,14.2,2.6,6.5,.404,0.7,2.0,.327,2.0,4.5,.438,.454,1.4,2.3,.608,0.6,0.7,1.3,1.2,0.4,0.1,0.9,1.6,7.3
1080,Tim Duncan,Career,,,NBA,,1392,1389,34.0,7.4,14.6,.506,0.0,0.1,.179,7.4,14.5,.509,.507,4.2,6.1,.696,2.8,8.1,10.8,3.0,0.7,2.2,2.4,2.4,19.0
1081,Mike Dunleavy,Career,,,NBA,,438,55,19.2,3.0,6.4,.467,0.4,1.3,.339,2.7,5.5,.489,.492,1.7,2.1,.810,0.3,1.2,1.6,3.9,0.8,0.1,1.8,2.3,8.0
1082,Mike Dunleavy,Career,,,NBA,,986,585,27.7,4.0,9.1,.441,1.3,3.5,.377,2.7,5.5,.481,.514,1.9,2.4,.803,0.7,3.6,4.3,2.2,0.7,0.3,1.4,2.0,11.2
1083,Kris Dunn,Career,,,NBA,,124,44,21.7,3.0,7.4,.409,0.5,1.5,.311,2.5,5.9,.435,.441,0.8,1.3,.673,0.4,2.6,3.0,3.8,1.4,0.5,1.8,2.7,7.4
1085,T.R. Dunn,Career,,,NBA,,993,457,23.2,2.0,4.5,.457,0.0,0.0,.050,2.0,4.5,.459,.457,1.0,1.4,.725,1.7,2.7,4.4,1.6,1.3,0.3,0.8,2.1,5.1
1086,Ronald Dupree,Career,,,NBA,,157,8,11.2,1.4,3.2,.427,0.0,0.1,.385,1.4,3.2,.429,.432,0.7,1.3,.559,0.7,1.4,2.2,0.6,0.4,0.2,0.6,1.6,3.5
1087,Kevin Durant,Career,,,NBA,,758,758,37.2,9.2,18.8,.490,1.8,4.8,.384,7.4,13.9,.527,.539,6.9,7.8,.882,0.8,6.4,7.1,3.9,1.2,1.1,3.2,1.9,27.1
1088,John Duren,Career,,,NBA,,201,33,14.7,1.6,3.6,.435,0.0,0.1,.120,1.6,3.5,.446,.437,0.4,0.5,.750,0.3,0.8,1.1,2.0,0.5,0.1,1.0,2.0,3.5
1090,Pat Durham,Career,,,NBA,,64,3,14.5,1.9,4.1,.469,0.1,0.4,.192,1.8,3.7,.500,.479,1.1,1.7,.667,0.7,1.0,1.7,0.9,0.6,0.5,0.8,1.9,5.0
1091,Devin Durrant,Career,,,NBA,,63,8,12.8,1.9,4.7,.414,0.0,0.0,.000,1.9,4.6,.418,.414,1.2,1.7,.689,0.8,1.3,2.1,1.3,0.3,0.2,1.3,1.8,5.0
1095,Craig Dykema,Career,,,NBA,,32,0,3.2,0.5,1.2,.459,0.1,0.1,.500,0.5,1.0,.455,.486,0.2,0.3,.778,0.1,0.3,0.4,0.5,0.1,0.0,0.2,0.6,1.3
1097,Jerome Dyson,Career,,,NBA,,9,1,20.0,2.1,5.3,.396,0.1,0.9,.125,2.0,4.4,.450,.406,3.1,4.0,.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,7.4
1098,Ledell Eackles,Career,,,NBA,,441,88,20.2,4.1,9.2,.445,0.3,0.9,.336,3.8,8.3,.457,.461,2.3,3.0,.767,0.8,1.4,2.2,1.7,0.6,0.1,1.4,1.8,10.8
1099,Jim Eakins,Career,,,TOT,,767,,24.8,3.8,7.5,.504,0.0,0.0,.000,3.8,7.5,.504,.504,3.2,4.1,.788,2.5,4.8,7.3,1.8,0.5,1.0,2.0,3.0,10.8
1100,Acie Earl,Career,,,NBA,,193,18,13.0,1.9,4.6,.403,0.0,0.0,.000,1.9,4.6,.407,.403,1.3,2.0,.667,1.0,1.7,2.7,0.3,0.3,0.7,0.9,1.8,5.1
1102,Cleanthony Early,Career,,,NBA,,56,9,14.3,1.6,4.5,.346,0.5,1.8,.263,1.1,2.8,.400,.398,0.7,0.9,.750,0.5,1.7,2.2,0.8,0.5,0.3,0.9,1.3,4.3
1104,Mark Eaton,Career,,,NBA,,875,815,28.8,2.4,5.2,.458,0.0,0.0,.000,2.4,5.2,.458,.458,1.2,1.9,.649,2.1,5.8,7.9,1.0,0.4,3.5,1.5,3.4,6.0
1105,Jerry Eaves,Career,,,NBA,,168,8,16.0,2.5,5.3,.472,0.0,0.1,.071,2.5,5.2,.478,.472,1.8,2.3,.773,0.4,0.9,1.2,2.5,0.5,0.0,1.5,1.3,6.7
1106,Devin Ebanks,Career,,,NBA,,63,15,11.3,1.3,3.4,.385,0.1,0.6,.222,1.2,2.8,.418,.404,0.8,1.1,.722,0.8,1.1,1.9,0.4,0.3,0.2,0.6,0.9,3.6
1109,Ndudi Ebi,Career,,,NBA,,19,0,4.5,0.9,1.8,.486,0.0,0.1,.000,0.9,1.8,.500,.486,0.3,0.7,.462,0.4,0.6,1.0,0.2,0.1,0.3,0.3,0.7,2.1
1110,Roy Ebron,Career,,,ABA,,40,,13.2,2.6,5.3,.488,0.0,0.0,.000,2.6,5.3,.490,.488,1.1,2.1,.512,2.0,2.4,4.4,0.5,0.4,0.8,0.9,1.7,6.2
1111,Jarell Eddie,Career,,,NBA,,33,0,6.5,0.8,2.6,.306,0.6,1.9,.297,0.2,0.6,.333,.418,0.5,0.5,.941,0.1,0.8,0.9,0.2,0.2,0.0,0.1,0.2,2.6
1112,Patrick Eddie,Career,,,NBA,,4,0,3.3,0.5,2.3,.222,0.0,0.0,,0.5,2.3,.222,.222,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.8,1.0
1114,Kenton Edelin,Career,,,NBA,,10,1,14.3,0.4,1.3,.308,0.0,0.0,,0.4,1.3,.308,.308,0.3,0.8,.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1
1115,Charles Edge,Career,,,ABA,,155,,19.9,3.3,6.5,.502,0.0,0.0,.000,3.3,6.5,.504,.502,1.2,1.9,.632,2.7,3.7,6.3,0.7,0.8,0.7,1.4,1.5,7.7
1117,Keith Edmonson,Career,,,NBA,,87,2,10.7,2.4,5.3,.448,0.0,0.0,.000,2.4,5.3,.450,.448,1.3,1.8,.719,0.8,0.7,1.5,0.6,0.4,0.1,0.9,1.4,6.0
1118,Tyus Edney,Career,,,NBA,,226,87,21.0,2.6,6.4,.405,0.3,0.9,.322,2.3,5.5,.419,.428,2.2,2.7,.806,0.5,1.2,1.7,4.0,1.0,0.0,1.7,1.7,7.6
1119,Bill Edwards,Career,,,NBA,,3,0,14.7,0.7,6.0,.111,0.0,1.7,.000,0.7,4.3,.154,.111,0.7,1.7,.400,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,2.0
1120,Blue Edwards,Career,,,NBA,,704,452,26.1,4.3,9.0,.475,0.4,1.3,.335,3.9,7.7,.498,.499,1.8,2.3,.779,1.0,2.4,3.4,2.0,1.0,0.4,1.7,2.7,10.8
1121,Corsley Edwards,Career,,,NBA,,10,0,11.0,1.0,3.1,.323,0.0,0.0,,1.0,3.1,.323,.323,0.7,1.2,.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7
1122,Doug Edwards,Career,,,NBA,,85,0,9.9,0.8,2.2,.378,0.0,0.1,.000,0.8,2.1,.390,.378,0.7,1.0,.709,0.7,1.1,1.8,0.7,0.2,0.3,0.7,1.1,2.4
1123,Franklin Edwards,Career,,,NBA,,296,36,15.0,2.5,5.6,.449,0.0,0.1,.030,2.5,5.4,.457,.449,1.1,1.4,.795,0.3,0.8,1.0,2.6,0.8,0.1,1.3,1.2,6.1
1124,James Edwards,Career,,,NBA,,1168,467,24.3,5.0,10.0,.495,0.0,0.0,.048,5.0,10.0,.496,.495,2.8,4.0,.698,1.5,3.6,5.1,1.3,0.4,0.7,1.7,3.5,12.7
1125,Jay Edwards,Career,,,NBA,,4,0,6.5,0.8,1.8,.429,0.0,0.5,.000,0.8,1.3,.600,.429,0.3,0.8,.333,0.3,0.3,0.5,1.0,0.3,0.0,0.3,1.0,1.8
1126,John Edwards,Career,,,NBA,,65,5,6.7,0.6,1.4,.447,0.0,0.0,,0.6,1.4,.447,.447,0.2,0.4,.600,0.4,0.6,1.0,0.1,0.1,0.3,0.3,1.4,1.5
1127,Kevin Edwards,Career,,,NBA,,604,302,25.4,4.4,10.4,.423,0.3,0.9,.335,4.1,9.5,.431,.437,1.9,2.3,.803,0.9,1.9,2.7,2.7,1.4,0.3,1.9,1.7,10.9
1128,Shane Edwards,Career,,,NBA,,2,0,6.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0
1132,Craig Ehlo,Career,,,NBA,,873,321,24.1,3.4,7.5,.453,0.7,1.9,.369,2.7,5.6,.481,.500,1.1,1.5,.689,1.1,2.5,3.6,2.8,1.1,0.3,1.4,1.9,8.6
1134,Howard Eisley,Career,,,NBA,,786,167,20.4,2.4,5.9,.407,0.7,1.9,.350,1.7,4.0,.434,.463,1.1,1.3,.827,0.3,1.4,1.7,3.5,0.7,0.1,1.5,2.2,6.5
1135,Obinna Ekezie,Career,,,NBA,,143,32,10.6,1.2,2.7,.423,0.0,0.0,.000,1.2,2.7,.424,.423,1.3,1.7,.720,1.0,1.7,2.7,0.2,0.3,0.2,0.7,1.8,3.6
1136,Khalid El-Amin,Career,,,NBA,,50,14,18.7,2.3,6.2,.370,0.6,1.7,.333,1.7,4.5,.383,.415,1.1,1.4,.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,2.0,6.3
1138,Mario Elie,Career,,,NBA,,732,395,25.5,2.9,6.1,.473,0.8,2.1,.365,2.1,4.0,.530,.537,2.0,2.3,.854,0.7,2.0,2.8,2.6,0.9,0.2,1.3,2.0,8.6
1140,Henry Ellenson,Career,,,NBA,,44,2,7.0,1.1,3.2,.353,0.4,1.5,.297,0.7,1.7,.400,.421,0.2,0.3,.500,0.3,1.6,1.9,0.4,0.1,0.0,0.5,0.4,2.8
1141,Wayne Ellington,Career,,,NBA,,575,127,20.8,2.9,7.1,.411,1.3,3.6,.379,1.6,3.5,.443,.506,0.7,0.8,.850,0.3,1.9,2.2,1.1,0.5,0.1,0.7,1.1,7.9
1142,Bob Elliott,Career,,,NBA,,141,,16.5,2.5,5.1,.494,0.0,0.0,.333,2.5,5.1,.496,.496,1.9,2.9,.649,1.3,2.2,3.6,1.4,0.5,0.2,1.7,2.2,7.0
1143,Sean Elliott,Career,,,NBA,,742,712,33.0,5.2,11.2,.465,0.8,2.1,.375,4.4,9.1,.486,.500,3.0,3.8,.799,1.1,3.2,4.3,2.6,0.8,0.4,1.8,2.2,14.2
1144,Bo Ellis,Career,,,NBA,,168,,11.8,1.4,3.3,.431,0.0,0.1,.000,1.4,3.2,.433,.431,0.8,1.1,.731,1.1,1.8,2.9,0.7,0.4,0.5,0.9,1.9,3.6
1146,Dale Ellis,Career,,,NBA,,1209,589,28.8,6.1,12.6,.479,1.4,3.5,.403,4.6,9.1,.509,.536,2.2,2.8,.784,1.3,2.2,3.5,1.4,0.8,0.2,1.5,2.1,15.7
1147,Harold Ellis,Career,,,NBA,,145,26,13.3,2.2,4.1,.527,0.0,0.1,.048,2.1,3.9,.545,.528,1.5,2.3,.653,1.2,0.8,2.0,0.6,1.1,0.1,0.8,1.7,5.8
1149,LaPhonso Ellis,Career,,,NBA,,624,359,28.2,4.6,10.3,.452,0.4,1.3,.302,4.3,9.0,.473,.471,2.2,3.0,.730,2.1,4.3,6.5,1.6,0.7,0.8,1.6,3.1,11.9
1150,LeRon Ellis,Career,,,NBA,,91,2,9.4,1.2,2.8,.433,0.0,0.0,,1.2,2.8,.433,.433,0.6,1.0,.613,1.0,1.5,2.4,0.3,0.3,0.4,0.4,1.2,3.0
1152,Monta Ellis,Career,,,NBA,,833,713,34.8,6.9,15.2,.451,0.9,2.8,.314,6.0,12.4,.482,.480,3.2,4.2,.772,0.6,2.8,3.5,4.6,1.7,0.3,2.7,2.3,17.8
1153,Pervis Ellison,Career,,,NBA,,474,245,24.5,3.9,7.6,.510,0.0,0.0,.050,3.9,7.5,.513,.510,1.8,2.6,.689,2.3,4.4,6.7,1.5,0.6,1.6,1.7,3.1,9.5
1154,Len Elmore,Career,,,TOT,,658,75,18.8,2.5,6.0,.410,0.0,0.0,.200,2.5,6.0,.410,.410,1.1,1.5,.726,1.7,3.4,5.1,0.9,0.9,1.0,1.2,2.7,6.0
1155,Francisco Elson,Career,,,NBA,,472,149,15.3,1.5,3.2,.478,0.0,0.0,.188,1.5,3.2,.481,.479,0.6,0.8,.700,1.1,2.4,3.5,0.6,0.5,0.5,0.8,2.1,3.7
1156,Darrell Elston,Career,,,TOT,,77,,24.8,3.3,8.1,.402,0.0,0.3,.167,3.2,7.9,.409,.404,1.2,1.6,.752,0.6,1.6,2.2,2.6,1.1,0.1,1.8,2.2,7.8
1157,Melvin Ely,Career,,,NBA,,375,55,16.0,2.1,4.5,.460,0.0,0.0,.000,2.1,4.5,.461,.460,1.1,1.8,.625,1.2,2.0,3.2,0.7,0.3,0.6,1.0,2.0,5.3
1158,Joel Embiid,Career,,,NBA,,81,81,29.1,7.7,15.9,.481,1.1,3.3,.333,6.6,12.6,.520,.516,6.0,7.8,.771,2.2,7.8,10.0,2.8,0.8,2.0,3.8,3.4,22.4
1160,Andre Emmett,Career,,,NBA,,14,0,5.2,0.4,0.9,.462,0.0,0.1,.000,0.4,0.9,.500,.462,0.6,0.9,.615,0.1,0.4,0.6,0.1,0.1,0.1,0.2,0.4,1.4
1162,Chris Engler,Career,,,NBA,,195,2,7.2,0.7,1.7,.411,0.0,0.0,,0.7,1.7,.411,.411,0.3,0.5,.677,0.7,1.3,2.0,0.2,0.2,0.2,0.5,1.4,1.8
1163,Wayne Englestad,Career,,,NBA,,11,0,4.5,1.0,2.6,.379,0.0,0.0,,1.0,2.6,.379,.379,0.5,0.9,.600,0.5,1.0,1.5,0.6,0.1,0.0,0.3,1.1,2.5
1164,A.J. English,Career,,,NBA,,151,18,20.6,4.1,9.4,.435,0.1,0.4,.138,4.0,9.0,.449,.438,1.7,2.2,.778,0.9,1.2,2.1,2.1,0.4,0.2,1.3,1.9,9.9
1165,Alex English,Career,,,NBA,,1193,753,31.9,8.9,17.6,.507,0.0,0.1,.217,8.9,17.6,.508,.507,3.6,4.3,.832,2.3,3.2,5.5,3.6,0.9,0.7,2.5,2.5,21.5
1167,Jo Jo English,Career,,,NBA,,50,0,11.5,1.5,3.6,.416,0.2,0.6,.344,1.3,2.9,.432,.447,0.4,0.7,.556,0.2,0.8,1.1,0.9,0.4,0.3,0.9,1.7,3.6
1168,Kim English,Career,,,NBA,,41,0,9.9,1.0,2.7,.375,0.3,1.2,.280,0.7,1.5,.452,.438,0.5,0.7,.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9
1169,Scott English,Career,,,TOT,,105,,14.9,2.4,5.7,.414,0.0,0.1,.100,2.4,5.6,.419,.414,0.9,1.2,.770,1.8,3.2,4.0,1.0,0.7,0.3,1.3,1.5,5.6
1171,James Ennis,Career,,,NBA,,201,52,20.4,2.2,4.8,.457,0.7,2.0,.373,1.4,2.8,.516,.534,1.3,1.6,.815,1.0,2.3,3.3,0.9,0.6,0.3,0.8,1.9,6.4
1172,Tyler Ennis,Career,,,NBA,,169,21,12.0,1.6,3.9,.410,0.3,1.1,.314,1.3,2.8,.447,.453,0.4,0.5,.762,0.2,1.0,1.2,1.9,0.5,0.1,0.9,1.2,3.9
1174,Semih Erden,Career,,,NBA,,69,17,13.4,1.5,2.7,.546,0.0,0.0,,1.5,2.7,.546,.546,0.9,1.5,.594,0.8,1.9,2.8,0.4,0.4,0.4,0.7,2.4,3.8
