,Name,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
3386,Chris Richard,2007-08,23,MIN,NBA,C,52,3,556,3.9,8.2,.471,0.0,0.0,,3.9,8.2,.471,1.5,2.5,.593,4.9,7.8,12.7,1.7,0.9,1.1,2.3,7.8,9.2,,102,111
3387,Clint Richardson,1979-80,23,PHI,NBA,SG,52,,988,7.5,16.4,.457,0.0,0.1,.333,7.5,16.3,.458,1.3,2.1,.622,2.6,3.2,5.8,5.0,1.1,0.7,3.0,4.6,16.4,,97,105
3388,Jason Richardson,2001-02,21,GSW,NBA,SG,80,75,2629,9.0,21.1,.426,1.6,4.8,.333,7.4,16.3,.453,2.7,4.1,.671,2.4,4.2,6.6,4.6,2.0,0.6,3.1,3.8,22.2,,102,110
3389,Jeremy Richardson,2006-07,22,TOT,NBA,SG-SF,6,0,20,8.0,16.0,.500,5.3,8.0,.667,2.7,8.0,.333,0.0,0.0,,2.7,2.7,5.3,0.0,2.7,0.0,2.7,5.3,21.4,,114,110
3390,Josh Richardson,2015-16,22,MIA,NBA,SG,52,2,1107,5.7,12.6,.452,2.5,5.3,.461,3.2,7.3,.446,1.9,2.9,.667,1.0,4.0,5.0,3.4,1.7,1.2,1.6,5.0,15.8,,112,106
3391,Malachi Richardson,2016-17,21,SAC,NBA,SG,22,0,198,7.2,17.4,.412,2.0,7.2,.286,5.1,10.2,.500,3.8,4.9,.789,0.8,5.1,5.9,2.8,1.3,0.3,2.0,5.9,20.2,,102,114
3392,Micheal Ray Richardson,1978-79,23,NYK,NBA,PG,72,,1218,7.5,18.1,.414,,,,7.5,18.1,.414,2.6,4.8,.539,2.9,5.8,8.8,8.0,3.8,0.7,5.3,7.1,17.6,,88,101
3393,Norm Richardson,2001-02,22,TOT,NBA,SG,11,0,67,7.9,20.6,.385,3.2,6.3,.500,4.7,14.2,.333,4.7,7.1,.667,2.4,4.0,6.3,1.6,0.0,0.0,2.4,4.0,23.7,,98,114
3394,Pooh Richardson,1989-90,23,MIN,NBA,PG,82,48,2581,8.7,18.9,.461,0.5,1.7,.277,8.2,17.2,.479,1.3,2.2,.589,1.1,3.3,4.4,11.3,2.7,0.5,2.9,2.9,19.2,,106,109
3395,Quentin Richardson,2000-01,20,LAC,NBA,SG,76,28,1358,9.1,20.7,.442,2.0,6.0,.331,7.2,14.7,.487,3.9,6.2,.627,4.1,6.0,10.1,2.4,1.7,0.3,2.5,3.9,24.2,,106,106
3396,Mitch Richmond,1988-89,23,GSW,NBA,SG,79,79,2717,10.7,22.8,.468,0.5,1.5,.367,10.1,21.3,.475,6.8,8.3,.810,2.6,5.1,7.7,5.5,1.4,0.2,4.4,3.7,28.7,,108,110
3399,Isaiah Rider,1993-94,22,MIN,NBA,SG,79,60,2415,11.0,23.4,.468,1.1,3.1,.360,9.8,20.3,.485,4.5,5.6,.811,2.5,4.1,6.6,4.2,1.1,0.6,4.6,4.1,27.6,,100,112
3401,Luke Ridnour,2003-04,22,SEA,NBA,PG,69,6,1114,6.9,16.8,.414,1.3,3.8,.338,5.7,12.9,.437,3.1,3.8,.823,1.7,3.5,5.2,7.8,2.5,0.3,3.8,5.0,18.3,,101,109
3405,Antoine Rigaudeau,2002-03,31,DAL,NBA,SG,11,0,91,4.6,19.9,.229,0.6,2.8,.200,4.0,17.1,.233,0.0,0.0,,2.3,2.3,4.6,3.4,1.7,0.0,3.4,6.3,9.7,,58,107
3408,Eric Riley,1993-94,23,HOU,NBA,C,47,2,219,7.8,16.2,.486,0.0,0.2,.000,7.8,15.9,.493,4.6,8.5,.541,5.5,8.1,13.6,2.1,1.2,2.1,3.5,6.9,20.3,,101,101
3411,Rich Rinaldi,1973-74,24,TOT,TOT,SG,12,,76,4.2,21.5,.194,0.0,0.6,.000,4.2,20.9,.200,4.2,4.8,.875,4.2,3.0,7.2,6.6,3.0,0.6,0.6,6.0,12.5,,98,96
3415,Ramon Rivas,1988-89,22,BOS,NBA,C,28,0,91,6.5,16.7,.387,0.0,0.5,.000,6.5,16.1,.400,8.6,13.4,.640,4.8,8.1,12.9,1.6,2.2,0.5,4.8,11.3,21.5,,94,107
3416,Austin Rivers,2012-13,20,NOH,NBA,SG,61,26,1418,5.5,14.9,.372,1.1,3.3,.326,4.5,11.6,.385,2.3,4.1,.546,0.6,3.6,4.2,4.9,1.0,0.3,2.8,4.7,14.4,,89,114
3417,David Rivers,1988-89,24,LAL,NBA,PG,47,0,440,5.3,13.3,.402,0.1,0.7,.167,5.2,12.6,.414,3.8,4.6,.833,1.4,3.3,4.7,11.5,2.5,1.0,6.6,5.4,14.6,,91,107
3418,Doc Rivers,1983-84,22,ATL,NBA,PG,81,47,1938,6.5,14.1,.462,0.1,0.3,.167,6.4,13.7,.469,6.6,8.4,.785,1.9,3.8,5.7,8.2,3.3,0.8,4.5,7.4,19.7,,106,105
3420,Red Robbins,1973-74,29,TOT,ABA,C,80,,1627,7.6,15.9,.478,0.0,0.4,.077,7.6,15.5,.488,3.2,3.7,.853,4.0,6.7,10.6,2.5,1.1,0.9,2.5,3.1,18.4,,108,104
3421,Andre Roberson,2013-14,22,OKC,NBA,SG,40,16,399,4.2,8.6,.485,0.3,1.6,.154,3.9,6.9,.564,0.9,1.3,.700,4.5,7.3,11.8,1.9,2.4,1.3,2.4,9.3,9.5,,105,102
3422,Anthony Roberson,2005-06,22,MEM,NBA,PG,16,0,88,8.9,19.6,.452,3.2,6.3,.500,5.7,13.3,.429,1.3,1.3,1.000,0.0,3.8,3.8,3.2,0.6,0.0,1.9,3.8,22.1,,107,107
3424,Terrance Roberson,2000-01,24,CHH,NBA,SF,3,0,13,0.0,8.3,.000,0.0,4.1,.000,0.0,4.1,.000,0.0,0.0,,0.0,4.1,4.1,4.1,0.0,0.0,8.3,12.4,0.0,,13,106
3425,Anthony Roberts,1977-78,22,DEN,NBA,SF,82,,1598,8.6,20.4,.423,,,,8.6,20.4,.423,4.2,5.9,.722,3.7,6.0,9.7,2.9,1.1,0.2,3.3,5.9,21.5,,96,104
3427,Brian Roberts,2012-13,27,NOH,NBA,PG,78,5,1324,8.7,20.9,.417,2.4,6.3,.386,6.3,14.7,.430,2.9,3.2,.909,0.7,3.3,4.0,9.0,1.5,0.1,2.9,4.4,22.7,,109,113
3428,Fred Roberts,1983-84,23,SAS,NBA,PF,79,8,1531,6.3,11.7,.536,0.0,0.1,.250,6.3,11.6,.539,4.2,5.1,.837,3.0,5.9,8.9,2.9,1.5,1.1,2.9,6.4,16.9,,114,111
3430,Lawrence Roberts,2005-06,23,MEM,NBA,C,33,0,181,6.1,13.5,.455,0.0,0.6,.000,6.1,12.9,.476,3.4,7.1,.478,8.0,7.1,15.1,1.5,2.5,0.6,1.5,9.2,15.7,,110,100
3431,Marv Roberts,1973-74,24,TOT,ABA,PF,74,,1599,7.7,17.4,.445,0.0,0.0,1.000,7.7,17.3,.444,3.7,4.8,.787,4.7,6.1,10.8,3.5,1.4,0.2,2.9,4.4,19.2,,105,104
3432,Stanley Roberts,1991-92,21,ORL,NBA,C,55,34,1118,10.3,19.5,.529,0.0,0.0,.000,10.3,19.5,.530,4.4,8.6,.515,4.9,9.8,14.7,1.7,1.0,3.6,3.4,9.7,25.1,,105,106
3433,Alvin Robertson,1984-85,22,SAS,NBA,SG,79,9,1685,8.2,16.4,.498,0.1,0.3,.364,8.1,16.1,.501,3.4,4.6,.734,3.2,4.1,7.3,7.5,3.5,0.7,4.6,5.9,19.9,,104,107
3435,Ryan Robertson,1999-00,23,SAC,NBA,SG,1,0,25,3.9,11.6,.333,0.0,3.9,.000,3.9,7.7,.500,1.9,1.9,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,,87,112
3437,Rick Robey,1978-79,23,TOT,NBA,C,79,,1763,8.3,17.3,.478,,,,8.3,17.3,.478,4.5,5.8,.777,4.3,8.9,13.2,3.4,1.2,0.4,4.2,6.0,21.0,,102,104
3438,Bernard Robinson,2004-05,24,CHA,NBA,SG,31,1,328,5.7,12.8,.444,0.5,1.3,.375,5.2,11.6,.452,2.9,4.1,.692,2.2,5.4,7.6,4.8,1.7,0.6,3.2,6.7,14.7,,98,109
3439,Chris Robinson,1996-97,22,VAN,NBA,SG,41,6,681,5.5,14.5,.379,2.7,7.1,.382,2.8,7.4,.376,1.3,2.1,.615,1.8,3.8,5.7,5.2,2.2,0.7,2.7,6.8,15.0,,99,113
3440,Cliff Robinson,1979-80,19,NJN,NBA,PF,70,,1661,10.7,22.7,.469,0.0,0.1,.250,10.6,22.6,.470,4.6,6.6,.694,4.7,9.0,13.8,2.7,1.7,0.9,3.7,4.9,25.9,,101,101
3441,Clifford Robinson,1989-90,23,POR,NBA,PF,82,0,1565,8.9,22.5,.397,0.4,1.3,.273,8.6,21.2,.405,4.1,7.5,.550,3.3,5.9,9.2,2.2,1.6,1.6,3.9,6.8,22.4,,90,104
3442,David Robinson,1989-90,24,SAS,NBA,C,82,81,3002,11.2,21.1,.531,0.0,0.0,.000,11.2,21.1,.532,10.0,13.6,.732,4.9,11.0,16.0,2.7,2.2,5.2,4.2,4.2,32.4,,116,97
3443,Eddie Robinson,1999-00,23,CHH,NBA,SF,67,8,1112,9.7,17.7,.549,0.0,0.2,.000,9.7,17.6,.555,2.2,2.9,.734,2.5,6.0,8.5,1.5,2.2,1.1,1.8,3.1,21.6,,109,102
3444,Flynn Robinson,1973-74,32,SDA,ABA,SG,49,,779,10.4,22.8,.457,0.5,1.7,.267,10.0,21.1,.472,2.9,3.8,.765,1.6,2.8,4.4,6.3,1.3,0.1,2.8,4.1,24.2,,104,109
3445,Glenn Robinson,1994-95,22,MIL,NBA,SF,80,76,2958,11.1,24.7,.451,1.5,4.7,.321,9.6,20.0,.482,6.9,8.7,.796,3.0,6.0,9.0,3.4,2.0,0.4,5.5,4.1,30.7,,102,111
3446,Glenn Robinson III,2014-15,21,TOT,NBA,SG-SF,35,1,261,5.0,12.9,.388,1.0,3.7,.263,4.1,9.3,.438,3.1,4.6,.667,2.9,4.6,7.5,2.1,1.2,0.2,2.1,2.9,14.1,,97,112
3447,Jackie Robinson,1978-79,23,SEA,NBA,SF,12,,105,8.4,18.1,.463,,,,8.4,18.1,.463,3.5,6.6,.533,4.0,4.4,8.4,5.7,2.2,0.4,4.9,4.0,20.3,,95,101
3448,Jamal Robinson,2000-01,27,MIA,NBA,SF,6,0,72,2.3,16.8,.136,0.0,1.5,.000,2.3,15.3,.150,0.0,0.0,,2.3,6.1,8.4,1.5,4.6,0.0,2.3,5.4,4.6,,39,94
3449,James Robinson,1993-94,23,POR,NBA,PG,58,3,673,7.5,20.6,.365,1.7,5.3,.315,5.8,15.3,.382,3.2,4.8,.672,2.5,3.2,5.6,4.9,2.2,1.1,3.8,5.0,19.9,,93,107
3450,Larry Robinson,1990-91,23,TOT,NBA,SG,36,10,425,7.0,16.9,.413,0.0,0.1,.000,7.0,16.8,.416,1.7,3.1,.556,3.3,2.5,5.8,4.0,1.8,0.1,3.1,5.5,15.7,,91,112
3451,Nate Robinson,2005-06,21,NYK,NBA,PG,72,26,1544,7.9,19.3,.407,2.0,5.0,.397,5.9,14.3,.411,5.2,6.9,.752,1.9,3.8,5.7,5.0,2.0,0.0,3.9,6.9,22.9,,103,112
3452,Oliver Robinson,1982-83,22,SAS,NBA,SG,35,0,147,11.1,30.7,.361,0.3,3.5,.091,10.7,27.2,.395,9.5,14.2,.667,1.9,3.5,5.4,6.6,1.3,0.6,4.1,5.7,31.9,,96,109
3453,Ronnie Robinson,1973-74,22,TOT,ABA,PF,62,,1170,7.2,16.3,.442,0.0,0.0,.000,7.2,16.2,.443,2.0,3.0,.671,4.3,7.3,11.6,2.0,0.8,0.4,2.8,5.1,16.4,,97,108
3454,Rumeal Robinson,1990-91,24,ATL,NBA,PG,47,16,674,7.8,17.5,.446,0.1,0.8,.182,7.7,16.7,.459,3.4,5.8,.588,1.4,3.7,5.1,9.5,2.3,0.6,5.5,4.7,19.1,,94,111
3456,Thomas Robinson,2012-13,21,TOT,NBA,PF,70,0,1056,6.7,15.5,.430,0.0,0.0,.000,6.7,15.4,.431,2.7,5.3,.523,5.9,9.3,15.2,2.2,2.0,1.3,4.2,6.0,16.1,,90,107
3457,Truck Robinson,1974-75,23,WSB,NBA,PF,76,,995,8.7,17.9,.486,,,,8.7,17.9,.486,2.7,5.2,.522,4.3,9.4,13.7,1.8,1.6,1.5,,6.0,20.1,,,90
3458,Wayne Robinson,1980-81,22,DET,NBA,PF,81,,1592,7.0,15.2,.460,0.0,0.2,.000,7.0,15.0,.465,5.2,7.1,.729,3.5,5.3,8.8,3.3,1.4,0.7,4.4,5.5,19.2,,98,106
3459,Wilbert Robinson,1973-74,24,MMT,ABA,SG,45,,956,8.4,20.3,.413,0.0,0.3,.000,8.4,20.0,.419,2.9,3.4,.851,1.4,2.6,4.0,6.7,2.6,0.5,4.6,6.2,19.6,,91,108
3460,Bill Robinzine,1975-76,23,KCK,NBA,PF,75,,1327,7.8,17.1,.459,,,,7.8,17.1,.459,5.0,6.8,.732,4.4,7.8,12.1,2.1,2.7,0.3,,9.9,20.6,,,97
3461,Dave Robisch,1973-74,24,DNR,ABA,C,84,,2469,8.5,17.9,.473,0.0,0.0,,8.5,17.9,.473,6.0,7.7,.774,4.1,9.2,13.3,2.9,0.8,1.2,1.9,4.2,22.9,,116,102
3463,John Roche,1973-74,24,TOT,ABA,SG,84,,2180,8.4,17.5,.479,0.8,2.2,.343,7.6,15.3,.499,3.1,3.7,.836,0.7,1.9,2.6,7.7,1.2,0.3,3.9,3.3,20.6,,105,104
3467,Dennis Rodman,1986-87,25,DET,NBA,SF,77,1,1155,8.8,16.1,.545,0.0,0.0,.000,8.8,16.0,.546,3.0,5.2,.587,6.7,7.0,13.7,2.3,1.6,2.0,3.8,6.8,20.6,,108,104
3468,Sergio Rodriguez,2006-07,20,POR,NBA,PG,67,1,862,6.4,15.1,.423,1.5,5.4,.282,4.9,9.7,.500,1.3,1.6,.808,1.3,4.5,5.7,13.7,2.2,0.1,4.9,4.5,15.6,,102,111
3469,Lou Roe,1995-96,23,DET,NBA,SF,49,2,372,4.7,13.2,.356,0.3,1.3,.222,4.4,11.9,.370,3.5,4.7,.750,4.4,7.1,11.5,2.2,1.5,1.2,2.5,6.2,13.2,,96,104
3470,Carlos Rogers,1994-95,23,GSW,NBA,C,49,18,1017,8.7,16.4,.529,0.1,0.7,.143,8.6,15.7,.546,3.7,7.0,.521,5.2,8.2,13.4,1.8,1.1,2.5,4.0,6.0,21.1,,101,110
3471,Harry Rogers,1975-76,25,SSL,ABA,PF,18,,298,9.1,18.9,.484,0.0,0.3,.000,9.1,18.6,.492,2.6,3.7,.708,5.8,8.8,14.6,2.3,1.8,0.9,3.2,5.2,20.9,,104,103
3472,Johnny Rogers,1986-87,23,SAC,NBA,PF,45,15,468,9.1,18.7,.486,0.0,0.5,.000,9.1,18.2,.500,0.9,1.5,.600,3.0,4.8,7.8,2.6,0.9,0.8,2.0,6.7,19.1,,104,114
3474,Rodney Rogers,1993-94,22,DEN,NBA,SF,79,14,1406,8.5,19.4,.439,1.2,3.3,.380,7.2,16.1,.450,4.5,6.7,.672,3.2,4.8,8.0,3.6,2.2,1.7,4.7,6.9,22.7,,97,103
3475,Roy Rogers,1996-97,23,VAN,NBA,PF,82,50,1848,7.2,14.2,.505,0.0,0.0,1.000,7.1,14.2,.504,1.6,2.8,.574,4.1,7.3,11.3,1.4,0.6,4.8,2.5,6.3,15.9,,100,110
3481,Tree Rollins,1977-78,22,ATL,NBA,C,80,,1795,6.6,13.5,.487,,,,6.6,13.5,.487,2.7,3.8,.703,4.6,9.7,14.3,2.0,1.5,5.6,3.1,8.4,15.8,,101,94
3482,Lorenzo Romar,1980-81,22,GSW,NBA,PG,53,,726,5.7,13.8,.412,0.1,0.4,.333,5.6,13.4,.415,2.8,4.1,.683,0.7,3.0,3.7,8.9,1.8,0.2,3.4,4.2,14.3,,100,111
3483,Rajon Rondo,2006-07,20,BOS,NBA,PG,78,25,1831,5.4,12.8,.418,0.2,0.8,.207,5.2,12.0,.432,3.4,5.2,.647,2.1,6.2,8.3,8.5,3.6,0.2,3.9,5.2,14.3,,97,103
3485,Sean Rooks,1992-93,23,DAL,NBA,C,72,68,2087,8.5,17.3,.493,0.0,0.0,.000,8.5,17.2,.494,5.4,9.0,.602,4.5,7.9,12.4,2.2,0.9,1.9,3.7,4.7,22.4,,102,114
3486,Derrick Rose,2008-09,20,CHI,NBA,PG,81,80,3000,9.9,20.8,.475,0.3,1.2,.222,9.6,19.5,.491,3.4,4.3,.788,1.7,3.8,5.4,8.8,1.1,0.3,3.5,2.1,23.4,,108,113
3487,Jalen Rose,1994-95,22,DEN,NBA,SF,81,37,1798,6.6,14.6,.454,1.1,3.3,.316,5.6,11.3,.495,5.0,6.8,.739,1.7,4.7,6.3,11.4,1.9,0.6,4.7,6.0,19.4,,110,110
3488,Malik Rose,1996-97,22,CHH,NBA,PF,54,1,525,6.3,13.2,.477,0.0,0.2,.000,6.3,13.0,.484,3.9,6.4,.613,7.2,9.7,16.9,3.3,2.9,1.8,4.2,11.8,16.5,,103,103
3489,Rob Rose,1988-89,24,LAC,NBA,SG,2,0,3,0.0,15.3,.000,0.0,0.0,,0.0,15.3,.000,0.0,0.0,,15.3,15.3,30.6,0.0,0.0,0.0,0.0,0.0,0.0,,58,108
3494,Quinton Ross,2004-05,23,LAC,NBA,SG,78,19,1659,5.2,12.1,.432,0.0,0.1,.250,5.2,12.0,.434,2.4,3.6,.673,1.9,4.9,6.8,3.5,1.7,0.7,1.8,5.4,12.9,,101,108
3495,Terrence Ross,2012-13,21,TOR,NBA,SG,73,2,1239,8.0,19.6,.407,2.8,8.4,.332,5.2,11.2,.464,1.3,1.8,.714,1.5,4.7,6.2,2.3,1.8,0.6,2.1,5.2,20.0,,98,109
3496,Doug Roth,1989-90,22,WSB,NBA,C,42,0,412,4.3,10.1,.430,0.0,0.1,.000,4.3,10.0,.435,0.8,1.6,.500,5.2,8.9,14.1,2.3,0.9,1.5,1.9,8.2,9.5,,100,108
3497,Scott Roth,1987-88,24,UTA,NBA,SF,26,0,201,7.1,17.4,.405,0.5,2.6,.182,6.6,14.8,.444,5.2,7.1,.733,1.6,4.9,6.6,3.8,2.8,0.0,2.6,8.7,19.8,,100,103
3500,Dan Roundfield,1975-76,22,INA,ABA,PF,67,,767,7.6,18.0,.424,0.0,0.1,.000,7.6,17.8,.427,4.5,7.1,.631,7.6,7.4,15.1,2.0,1.8,2.5,3.7,9.4,19.7,,98,102
3502,Ron Rowan,1986-87,24,POR,NBA,SG,7,0,16,11.4,25.7,.444,2.9,2.9,1.000,8.6,22.9,.375,8.6,11.4,.750,2.9,0.0,2.9,2.9,11.4,0.0,8.6,2.9,34.3,,94,94
3504,Jim Rowinski,1988-89,28,TOT,NBA,PF-C,9,0,15,3.3,13.2,.250,0.0,0.0,,3.3,13.2,.250,16.5,19.8,.833,3.3,13.2,16.5,0.0,0.0,0.0,0.0,0.0,23.1,,130,107
3505,Derrick Rowland,1985-86,26,MIL,NBA,SG,2,0,9,5.2,15.7,.333,0.0,0.0,,5.2,15.7,.333,5.2,10.4,.500,0.0,5.2,5.2,5.2,0.0,0.0,0.0,5.2,15.7,,99,108
3506,Brian Rowsom,1987-88,22,IND,NBA,PF,4,0,16,0.0,18.4,.000,0.0,0.0,,0.0,18.4,.000,18.4,18.4,1.000,3.1,12.2,15.3,3.1,3.1,0.0,3.1,9.2,18.4,,85,101
3507,Brandon Roy,2006-07,22,POR,NBA,SG,57,55,2015,9.4,20.6,.456,1.5,3.9,.377,7.9,16.7,.475,5.4,6.5,.838,1.6,5.2,6.7,6.2,1.8,0.3,3.1,3.7,25.8,,112,111
3508,Donald Royal,1989-90,23,MIN,NBA,SF,66,0,746,8.3,18.0,.459,0.0,0.1,.000,8.3,17.9,.461,10.8,13.9,.777,4.9,4.8,9.7,3.0,2.3,0.6,5.7,7.6,27.3,,105,109
3509,Reggie Royals,1974-75,24,SDA,ABA,C,2,,11,8.3,16.5,.500,0.0,0.0,,8.3,16.5,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,16.5,,107,117
3511,Clifford Rozier,1994-95,22,GSW,NBA,C,66,34,1494,6.2,12.8,.485,0.1,0.2,.286,6.1,12.6,.488,2.2,5.0,.447,6.6,9.4,15.9,1.5,1.1,1.3,2.9,6.4,14.7,,100,110
3512,Terry Rozier,2015-16,21,BOS,NBA,PG,39,0,311,4.5,16.6,.274,0.9,4.2,.222,3.6,12.4,.291,1.3,1.6,.800,3.8,6.1,9.9,5.8,0.9,0.2,3.0,3.6,11.3,,81,107
3513,Ricky Rubio,2011-12,21,MIN,NBA,PG,41,31,1404,5.1,14.3,.357,1.2,3.4,.340,3.9,10.8,.363,4.6,5.8,.803,0.8,5.5,6.3,12.3,3.3,0.3,4.8,3.6,16.0,,99,104
3514,Guy Rucker,2002-03,25,GSW,NBA,PF,3,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.7,12.7,12.7,0.0,0.0,0.0,12.7,0.0,,214,109
3515,Delaney Rudd,1989-90,27,UTA,NBA,PG,77,2,850,6.5,15.2,.429,0.9,3.3,.286,5.6,11.9,.468,2.1,3.1,.660,0.7,2.5,3.2,10.4,1.3,0.1,5.2,4.8,16.0,,94,110
3517,Damjan Rudez,2014-15,28,IND,NBA,SF,68,2,1047,5.9,12.9,.452,3.4,8.4,.406,2.5,4.6,.538,0.8,1.1,.696,0.4,1.9,2.3,2.6,0.8,0.2,2.3,3.9,15.9,,105,109
3519,Michael Ruffin,1999-00,23,CHI,NBA,PF,71,6,975,3.2,7.6,.420,0.0,0.0,,3.2,7.6,.420,2.4,4.8,.489,6.4,7.3,13.8,2.4,1.4,1.4,3.2,9.4,8.8,,91,104
3520,Trevor Ruffin,1994-95,24,PHO,NBA,PG,49,1,319,13.2,30.9,.426,6.0,15.5,.384,7.2,15.4,.469,4.2,6.0,.711,1.3,2.4,3.6,7.5,2.2,0.3,7.4,8.2,36.5,,98,112
3521,Paul Ruffner,1973-74,25,BUF,NBA,C,20,,51,9.3,22.8,.407,,,,9.3,22.8,.407,6.7,11.0,.615,3.4,5.9,9.3,0.0,0.8,0.8,,8.4,25.3,,,102
3523,Jeff Ruland,1981-82,23,WSB,NBA,C,82,0,2214,9.2,16.3,.561,0.0,0.1,.333,9.1,16.3,.562,7.5,9.9,.752,5.5,11.1,16.6,2.9,1.0,1.3,5.2,7.0,25.8,,111,100
3526,Stefano Rusconi,1995-96,27,PHO,NBA,PF,7,0,30,5.1,15.4,.333,0.0,0.0,,5.1,15.4,.333,3.4,8.6,.400,5.1,5.1,10.3,5.1,0.0,3.4,5.1,17.2,13.7,,78,111
3527,Brandon Rush,2008-09,23,IND,NBA,SG,75,19,1803,6.7,15.9,.423,2.2,5.8,.373,4.6,10.1,.451,1.3,1.8,.697,0.9,5.5,6.4,1.8,1.0,1.0,2.1,3.5,16.8,,97,111
3528,Kareem Rush,2002-03,22,LAL,NBA,PG,76,0,872,5.7,14.5,.393,1.1,4.0,.279,4.6,10.5,.438,1.0,1.4,.696,1.5,4.0,5.6,4.0,0.6,0.7,3.7,4.2,13.5,,85,110
3530,Bryon Russell,1993-94,23,UTA,NBA,SF,67,48,1121,6.2,12.8,.484,0.1,1.0,.091,6.1,11.8,.518,2.9,4.6,.614,2.8,5.5,8.3,2.5,3.1,0.9,2.5,6.3,15.4,,101,102
3531,Campy Russell,1974-75,23,CLE,NBA,SF,68,,754,9.5,23.1,.411,,,,9.5,23.1,.411,7.9,10.5,.752,2.7,6.9,9.6,2.9,1.3,0.2,,6.3,26.9,,,98
3533,D'Angelo Russell,2015-16,19,LAL,NBA,PG,80,48,2259,8.7,21.3,.410,2.9,8.2,.351,5.8,13.0,.447,3.1,4.2,.737,1.0,5.0,6.1,5.9,2.1,0.3,4.4,3.2,23.4,,96,112
3537,Walker Russell,1982-83,22,DET,NBA,PG,68,1,757,4.0,11.0,.364,0.1,1.1,.111,3.9,9.9,.392,2.8,3.5,.810,1.1,3.2,4.4,7.8,1.0,0.1,5.5,4.3,11.0,,81,110
3538,Walker Russell,2011-12,29,DET,NBA,PG,28,0,357,5.0,14.3,.347,0.6,2.0,.308,4.4,12.4,.354,2.1,3.3,.636,1.1,2.9,3.9,8.7,2.7,0.2,5.0,4.4,12.7,,82,107
3539,Arvydas Sabonis,1995-96,31,POR,NBA,C,73,21,1735,11.8,21.6,.545,1.2,3.1,.375,10.6,18.5,.574,6.9,9.1,.757,4.4,13.2,17.6,3.9,1.9,2.3,4.6,6.3,31.6,,116,97
3540,Domantas Sabonis,2016-17,20,OKC,NBA,PF,81,66,1632,5.8,14.5,.399,1.5,4.8,.321,4.2,9.7,.438,1.3,2.0,.657,1.4,7.3,8.7,2.5,1.2,1.0,2.5,6.0,14.4,,93,108
3541,Robert Sacre,2012-13,23,LAL,NBA,C,32,3,203,4.5,12.0,.375,0.0,0.0,,4.5,12.0,.375,1.8,2.8,.636,2.3,6.3,8.5,1.5,0.0,2.5,2.5,9.5,10.8,,83,108
3544,John Salley,1986-87,22,DET,NBA,C,82,2,1463,5.3,9.4,.562,0.0,0.0,.000,5.3,9.4,.564,3.4,5.6,.614,3.5,6.1,9.6,1.8,1.4,4.1,2.4,8.3,14.0,,112,103
3545,John Salmons,2002-03,23,PHI,NBA,PG,64,1,504,5.0,12.1,.414,1.0,3.2,.323,4.0,8.9,.447,2.7,3.6,.743,1.7,4.5,6.1,4.9,1.8,0.6,3.0,5.5,13.7,,99,105
3547,Kevin Salvadori,1996-97,26,SAC,NBA,C,23,0,154,4.1,11.3,.364,0.0,0.0,,4.1,11.3,.364,4.5,6.2,.722,2.1,6.5,8.6,3.4,0.7,4.5,4.1,5.8,12.7,,86,107
3548,Soumaila Samake,2000-01,22,NJN,NBA,C,34,0,226,4.2,11.1,.375,0.0,0.0,,4.2,11.1,.375,2.3,5.6,.417,5.1,7.2,12.3,0.2,0.5,3.2,0.9,5.3,10.6,,93,106
3549,Cheikh Samb,2007-08,23,DET,NBA,C,4,0,31,5.3,7.1,.750,0.0,0.0,,5.3,7.1,.750,1.8,3.5,.500,5.3,7.1,12.4,0.0,1.8,3.5,1.8,14.2,12.4,,129,100
3550,JaKarr Sampson,2014-15,21,PHI,NBA,SF,74,32,1131,6.5,15.3,.422,1.4,5.6,.244,5.1,9.7,.525,2.8,4.2,.670,1.6,5.7,7.2,3.4,1.7,1.2,3.4,6.0,17.1,,93,106
3551,Jamal Sampson,2002-03,19,MIL,NBA,PF,5,0,8,0.0,13.3,.000,0.0,0.0,,0.0,13.3,.000,0.0,0.0,,6.6,6.6,13.3,6.6,6.6,0.0,0.0,0.0,0.0,,59,99
3552,Ralph Sampson,1983-84,23,HOU,NBA,C,82,82,2693,12.2,23.3,.523,0.0,0.1,.250,12.2,23.2,.524,4.9,7.4,.661,5.0,10.6,15.5,2.8,1.2,3.4,5.0,5.8,29.3,,104,104
3553,Samardo Samuels,2010-11,22,CLE,NBA,PF,37,10,701,8.1,17.7,.456,0.0,0.2,.000,8.1,17.5,.462,5.0,8.1,.618,5.5,6.1,11.6,1.3,1.1,1.3,3.9,6.5,21.2,,96,112
