,Name,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
43,Cory Alexander,1995-96,22,SAS,NBA,PG,60,0,9.3,1.1,2.6,.406,0.4,1.1,.394,0.6,1.5,.416,.490,0.3,0.4,.640,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.6,2.8
44,Courtney Alexander,2000-01,23,TOT,NBA,PG,65,24,21.3,3.7,8.8,.417,0.3,0.7,.370,3.4,8.1,.421,.432,1.9,2.3,.820,0.6,1.6,2.2,1.0,0.7,0.1,1.2,2.1,9.5
45,Gary Alexander,1993-94,24,TOT,NBA,PF,11,0,5.0,0.7,1.3,.571,0.0,0.0,,0.7,1.3,.571,.571,0.3,0.8,.333,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7
46,Joe Alexander,2008-09,22,MIL,NBA,SF,59,0,12.1,1.7,4.2,.416,0.3,0.8,.348,1.5,3.4,.432,.449,1.0,1.4,.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7
47,Victor Alexander,1991-92,22,GSW,NBA,C,80,28,16.9,3.0,5.7,.529,0.0,0.0,.000,3.0,5.7,.531,.529,1.3,1.9,.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4
48,Steve Alford,1987-88,23,DAL,NBA,PG,28,0,7.0,0.8,2.0,.382,0.0,0.3,.125,0.7,1.7,.426,.391,0.6,0.6,.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1
51,Jarrett Allen,2017-18,19,BRK,NBA,C,54,13,19.0,3.3,5.5,.591,0.1,0.2,.333,3.2,5.4,.599,.596,1.5,1.9,.777,2.0,3.3,5.3,0.7,0.4,0.9,1.0,1.9,8.1
52,Jerome Allen,1995-96,23,MIN,NBA,SG,41,0,8.8,0.9,2.6,.343,0.2,0.8,.303,0.6,1.8,.361,.390,0.6,0.9,.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6
53,Kadeem Allen,2017-18,25,BOS,NBA,PG,7,0,3.9,0.1,0.9,.167,0.0,0.4,.000,0.1,0.4,.333,.167,0.4,0.6,.750,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.3,0.7
54,Lavoy Allen,2011-12,22,PHI,NBA,PF,41,15,15.2,1.9,4.1,.473,0.0,0.0,,1.9,4.1,.473,.473,0.3,0.3,.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1
56,Malik Allen,2001-02,23,MIA,NBA,PF,12,2,13.4,1.8,4.3,.431,0.0,0.1,.000,1.8,4.2,.440,.431,0.7,0.8,.800,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3
57,Randy Allen,1988-89,24,SAC,NBA,SG,7,0,6.1,1.1,2.7,.421,0.0,0.1,.000,1.1,2.6,.444,.421,0.1,0.3,.500,0.4,0.6,1.0,0.0,0.1,0.1,0.3,1.0,2.4
58,Ray Allen,1996-97,21,MIL,NBA,SG,82,81,30.9,4.8,11.1,.430,1.4,3.6,.393,3.3,7.4,.448,.494,2.5,3.0,.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4
59,Tony Allen,2004-05,23,BOS,NBA,SG,77,34,16.4,2.4,5.0,.475,0.2,0.4,.387,2.2,4.6,.483,.491,1.5,2.0,.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4
62,Lance Allred,2007-08,26,CLE,NBA,C,3,0,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
63,Darrell Allums,1980-81,22,DAL,NBA,PF,22,,12.5,1.0,3.0,.343,0.0,0.0,.000,1.0,3.0,.348,.343,0.6,1.0,.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7
64,Morris Almond,2007-08,22,UTA,NBA,SG,9,0,4.3,0.4,1.7,.267,0.1,0.4,.250,0.3,1.2,.273,.300,0.4,0.7,.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4
65,Derrick Alston,1994-95,22,PHI,NBA,C,64,1,16.1,1.9,4.0,.465,0.0,0.1,.000,1.9,4.0,.472,.465,0.9,1.9,.492,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7
66,Rafer Alston,1999-00,23,MIL,NBA,PG,27,0,13.4,1.0,3.5,.284,0.1,0.5,.214,0.9,3.0,.296,.300,0.1,0.1,.750,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2
67,Peter Aluma,1998-99,25,SAC,NBA,C,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0
68,John Amaechi,1995-96,25,CLE,NBA,PF,28,3,12.8,1.0,2.5,.414,0.0,0.0,,1.0,2.5,.414,.414,0.7,1.2,.576,0.5,1.4,1.9,0.3,0.2,0.4,1.2,1.8,2.8
69,Ashraf Amaya,1995-96,24,VAN,NBA,PF,54,34,20.4,2.2,4.7,.480,0.0,0.0,.000,2.2,4.6,.482,.480,1.8,2.8,.651,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3
70,Al-Farouq Aminu,2010-11,20,LAC,NBA,SF,81,14,17.9,2.0,5.0,.394,0.6,1.8,.315,1.4,3.2,.437,.450,1.1,1.5,.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6
71,Lou Amundson,2006-07,24,TOT,NBA,PF,11,0,8.1,0.5,1.4,.400,0.0,0.0,,0.5,1.4,.400,.400,0.4,0.9,.400,1.2,1.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5
73,Chris Andersen,2001-02,23,DEN,NBA,C,24,1,10.9,1.0,3.1,.338,0.0,0.2,.000,1.0,2.9,.357,.338,0.9,1.2,.786,1.6,1.6,3.2,0.3,0.3,1.2,0.5,1.5,3.0
74,David Andersen,2009-10,29,HOU,NBA,C,63,0,14.1,2.3,5.4,.432,0.4,1.2,.346,1.9,4.2,.458,.472,0.7,1.1,.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8
75,Alan Anderson,2005-06,23,CHA,NBA,SF,36,7,15.7,2.1,5.0,.414,0.7,1.6,.414,1.4,3.4,.415,.481,0.9,1.1,.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8
77,Antonio Anderson,2009-10,24,OKC,NBA,SF,1,0,15.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
81,Derek Anderson,1997-98,23,CLE,NBA,SF,66,13,27.9,3.6,8.9,.408,0.3,1.3,.202,3.4,7.6,.442,.422,4.2,4.8,.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7
82,Dwight Anderson,1982-83,22,DEN,NBA,PG,5,0,6.6,1.4,2.8,.500,0.0,0.0,,1.4,2.8,.500,.500,1.4,2.0,.700,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2
83,Eric Anderson,1992-93,22,NYK,NBA,PF,16,0,2.8,0.3,1.1,.278,0.0,0.0,,0.3,1.1,.278,.278,0.7,0.8,.846,0.4,0.5,0.9,0.2,0.2,0.1,0.3,0.9,1.3
84,Greg Anderson,1987-88,23,SAS,NBA,PF,82,45,24.2,4.6,9.2,.501,0.0,0.1,.200,4.6,9.2,.503,.502,2.4,4.0,.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7
85,J.J. Anderson,1982-83,22,TOT,NBA,SF,65,2,18.5,2.9,5.8,.501,0.0,0.1,.000,2.9,5.8,.507,.501,1.5,2.7,.571,1.8,2.7,4.5,1.0,1.0,0.3,1.2,2.4,7.4
86,James Anderson,2010-11,21,SAS,NBA,SF,26,2,11.0,1.2,3.1,.383,0.7,1.8,.391,0.5,1.3,.371,.494,0.5,0.7,.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6
88,Justin Anderson,2015-16,22,DAL,NBA,SF,55,9,11.8,1.3,3.2,.406,0.4,1.5,.265,0.9,1.7,.533,.469,0.8,1.0,.800,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8
89,Kenny Anderson,1991-92,21,NJN,NBA,PG,64,13,17.0,2.9,7.5,.390,0.0,0.2,.231,2.9,7.3,.394,.393,1.1,1.5,.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0
91,Kyle Anderson,2014-15,21,SAS,NBA,SF,33,8,10.8,0.9,2.7,.348,0.1,0.3,.273,0.8,2.4,.359,.365,0.3,0.4,.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2
92,Michael Anderson,1988-89,22,SAS,NBA,PG,36,12,20.3,2.0,4.9,.417,0.0,0.2,.143,2.0,4.7,.429,.420,1.6,2.3,.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7
93,Nick Anderson,1989-90,22,ORL,NBA,SG,81,9,22.0,4.6,9.3,.494,0.0,0.2,.059,4.6,9.1,.504,.495,2.3,3.3,.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5
94,Richard Anderson,1982-83,22,SDC,NBA,C,78,5,16.3,2.2,5.5,.404,0.1,0.2,.368,2.1,5.3,.405,.412,0.6,0.9,.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2
95,Ron Anderson,1984-85,26,CLE,NBA,SF,36,7,14.4,2.3,5.4,.431,0.0,0.1,.500,2.3,5.4,.430,.433,1.1,1.4,.820,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.1,5.8
96,Ryan Anderson,2008-09,20,NJN,NBA,PF,66,30,19.9,2.4,6.2,.393,1.0,2.9,.365,1.4,3.3,.417,.478,1.5,1.8,.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4
97,Shandon Anderson,1996-97,23,UTA,NBA,SG,65,0,16.4,2.3,4.9,.462,0.4,0.7,.511,1.9,4.2,.454,.500,1.0,1.5,.687,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.7,5.9
98,Willie Anderson,1988-89,22,SAS,NBA,SF,81,79,33.8,7.9,15.9,.498,0.0,0.3,.190,7.9,15.6,.503,.500,2.8,3.6,.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6
100,Martynas Andriuskevicius,2005-06,19,CLE,NBA,C,6,0,1.5,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0
102,Ike Anigbogu,2017-18,19,IND,NBA,C,10,0,2.8,0.4,0.9,.444,0.0,0.0,,0.4,0.9,.444,.444,0.5,0.6,.833,0.5,0.4,0.9,0.0,0.1,0.3,0.2,0.1,1.3
103,Michael Ansley,1989-90,22,ORL,NBA,SF,72,5,17.0,3.2,6.5,.497,0.0,0.0,,3.2,6.5,.497,.497,2.3,3.2,.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7
104,Chris Anstey,1997-98,23,DAL,NBA,C,41,8,16.6,2.2,5.6,.398,0.1,0.4,.188,2.2,5.2,.414,.405,1.3,1.8,.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9
105,Giannis Antetokounmpo,2013-14,19,MIL,NBA,SF,77,23,24.6,2.2,5.4,.414,0.5,1.5,.347,1.7,3.9,.440,.463,1.8,2.6,.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8
106,Thanasis Antetokounmpo,2015-16,23,NYK,NBA,SF,2,0,3.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0
107,Carmelo Anthony,2003-04,19,DEN,NBA,SF,82,82,36.5,7.6,17.9,.426,0.8,2.6,.322,6.8,15.3,.444,.449,5.0,6.4,.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0
108,Greg Anthony,1991-92,24,NYK,NBA,PG,82,1,18.4,2.0,5.3,.370,0.1,0.7,.145,1.9,4.6,.403,.379,1.4,1.9,.741,0.4,1.3,1.7,3.8,0.7,0.1,1.2,2.1,5.5
109,Joel Anthony,2007-08,25,MIA,NBA,PF,24,1,20.8,1.2,2.5,.467,0.0,0.0,,1.2,2.5,.467,.467,1.2,2.0,.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5
110,Pero Antic,2013-14,31,ATL,NBA,C,50,26,18.5,2.5,5.9,.418,1.1,3.4,.327,1.3,2.5,.545,.514,1.0,1.3,.758,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0
111,OG Anunoby,2017-18,20,TOR,NBA,SF,60,48,20.5,2.2,4.8,.453,1.0,2.8,.353,1.2,2.0,.592,.556,0.6,0.9,.686,0.6,1.8,2.4,0.8,0.8,0.2,0.6,1.7,5.9
112,Keith Appling,2015-16,23,ORL,NBA,PG,5,0,5.4,0.4,1.6,.250,0.0,0.6,.000,0.4,1.0,.400,.250,0.4,0.4,1.000,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
113,Rafael Araujo,2004-05,24,TOR,NBA,C,59,41,12.5,1.3,3.0,.434,0.0,0.1,.333,1.3,2.9,.436,.437,0.7,0.9,.782,1.0,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3
115,Robert Archibald,2002-03,22,MEM,NBA,PF,12,0,6.0,0.5,1.7,.300,0.0,0.0,,0.5,1.7,.300,.300,0.6,1.5,.389,0.5,0.9,1.4,0.3,0.0,0.3,0.6,0.8,1.6
116,Tiny Archibald,1970-71,22,CIN,NBA,PG,82,,35.0,5.9,13.4,.444,,,,5.9,13.4,.444,.444,4.1,5.4,.757,,,3.0,5.5,,,,2.7,16.0
117,Ryan Arcidiacono,2017-18,23,CHI,NBA,PG,13,0,9.2,0.4,0.9,.417,0.2,0.8,.300,0.2,0.2,1.000,.542,0.2,0.2,1.000,0.0,0.5,0.5,1.0,0.4,0.0,0.2,0.8,1.2
118,Jim Ard,1970-71,22,NYA,ABA,C,73,,14.1,2.4,5.2,.455,0.0,0.0,.000,2.4,5.2,.459,.455,1.1,1.8,.598,1.5,3.1,4.6,0.5,,,1.5,1.6,5.8
119,Gilbert Arenas,2001-02,20,GSW,NBA,PG,47,30,24.6,3.7,8.2,.453,0.8,2.4,.345,2.9,5.8,.498,.504,2.6,3.4,.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9
120,Trevor Ariza,2004-05,19,NYK,NBA,SF,80,12,17.3,2.2,4.9,.442,0.0,0.2,.231,2.1,4.7,.449,.446,1.5,2.2,.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9
122,Joe Arlauckas,1987-88,22,SAC,NBA,SF,9,0,9.4,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
123,B.J. Armstrong,1989-90,22,CHI,NBA,PG,81,0,15.9,2.3,4.8,.485,0.0,0.1,.500,2.3,4.8,.484,.489,0.9,1.0,.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6
125,Brandon Armstrong,2001-02,21,NJN,NBA,SG,35,0,5.6,0.8,2.4,.318,0.1,0.5,.294,0.6,1.9,.324,.347,0.1,0.3,.500,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.7,1.8
127,Darrell Armstrong,1994-95,26,ORL,NBA,PG,3,0,2.7,1.0,2.7,.375,0.7,2.0,.333,0.3,0.7,.500,.500,0.7,0.7,1.000,0.3,0.0,0.3,1.0,0.3,0.0,0.3,1.0,3.3
128,Hilton Armstrong,2006-07,22,NOK,NBA,C,56,5,11.3,1.2,2.2,.544,0.0,0.0,,1.2,2.2,.544,.544,0.7,1.2,.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1
132,Bob Arnzen,1969-70,22,NYA,ABA,SF,13,,7.5,1.5,3.7,.396,0.0,0.1,.000,1.5,3.6,.404,.396,0.2,0.5,.333,0.9,0.8,1.7,0.4,,,0.6,0.8,3.1
133,Carlos Arroyo,2001-02,22,TOT,NBA,PG,37,1,10.0,1.3,3.0,.441,0.0,0.1,.000,1.3,2.9,.450,.441,0.4,0.5,.722,0.3,0.8,1.1,1.9,0.3,0.0,0.6,0.8,3.0
134,Darrell Arthur,2008-09,20,MEM,NBA,PF,76,64,19.3,2.5,5.7,.438,0.0,0.0,.000,2.5,5.7,.440,.438,0.5,0.8,.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6
136,Jamel Artis,2017-18,25,ORL,NBA,SG,5,0,11.0,0.8,3.4,.235,0.0,1.0,.000,0.8,2.4,.333,.235,0.2,0.6,.333,0.2,1.2,1.4,0.8,0.0,0.0,0.0,0.0,1.8
137,Omer Asik,2010-11,24,CHI,NBA,C,82,0,12.1,1.0,1.7,.553,0.0,0.0,,1.0,1.7,.553,.553,0.9,1.8,.503,1.4,2.4,3.7,0.4,0.2,0.7,0.8,1.9,2.8
138,Vincent Askew,1987-88,21,PHI,NBA,SG,14,2,16.7,1.6,5.3,.297,0.0,0.0,,1.6,5.3,.297,.297,0.6,0.8,.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7
139,Keith Askins,1990-91,23,MIA,NBA,SF,39,1,6.8,0.9,2.1,.420,0.2,0.6,.240,0.7,1.4,.500,.457,0.3,0.6,.480,0.8,1.0,1.7,0.5,0.4,0.3,0.3,1.2,2.2
142,Chucky Atkins,1999-00,25,ORL,NBA,PG,82,0,19.8,3.8,9.0,.424,0.7,2.0,.350,3.1,7.0,.445,.462,1.2,1.6,.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5
145,Stacey Augmon,1991-92,23,ATL,NBA,SG,82,82,30.5,5.4,11.0,.489,0.0,0.1,.167,5.4,10.9,.492,.490,2.6,3.9,.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3
146,D.J. Augustin,2008-09,21,CHA,NBA,PG,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
147,James Augustine,2006-07,22,ORL,NBA,PF,2,0,3.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0
148,Isaac Austin,1991-92,22,UTA,NBA,C,31,0,3.6,0.7,1.5,.457,0.0,0.0,,0.7,1.5,.457,.457,0.6,1.0,.633,0.4,0.8,1.1,0.2,0.1,0.1,0.3,0.6,2.0
150,Ken Austin,1983-84,22,DET,NBA,SF,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
151,Anthony Avent,1992-93,23,MIL,NBA,PF,82,78,27.9,4.2,9.8,.433,0.0,0.0,.000,4.2,9.8,.434,.433,1.4,2.1,.651,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8
152,Bird Averitt,1973-74,21,SAA,ABA,SG,74,,22.1,4.6,12.3,.376,0.1,0.7,.180,4.5,11.6,.387,.381,2.1,3.0,.696,0.6,1.0,1.6,1.8,0.9,0.1,1.9,2.2,11.5
153,William Avery,1999-00,20,MIN,NBA,PG,59,1,8.2,0.9,3.1,.309,0.3,1.1,.286,0.6,2.0,.322,.359,0.4,0.6,.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6
154,Dennis Awtrey,1970-71,22,PHI,NBA,C,70,,18.5,2.9,6.0,.475,,,,2.9,6.0,.475,.475,1.5,2.2,.662,,,6.1,1.3,,,,3.0,7.2
155,Gustavo Ayon,2011-12,26,NOH,NBA,PF,54,24,20.1,2.6,4.8,.536,0.0,0.0,.000,2.6,4.8,.538,.536,0.7,1.2,.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9
156,Jeff Ayres,2009-10,22,POR,NBA,C,39,4,10.4,1.1,1.7,.662,0.0,0.0,,1.1,1.7,.662,.662,0.5,0.5,.900,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.9,2.7
157,Kelenna Azubuike,2006-07,23,GSW,NBA,SG,41,9,16.3,2.4,5.4,.445,0.8,1.9,.430,1.6,3.4,.454,.523,1.5,1.9,.782,0.6,1.7,2.3,0.7,0.5,0.2,1.0,1.2,7.1
158,Chris Babb,2013-14,23,BOS,NBA,SG,14,0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
159,Luke Babbitt,2010-11,21,POR,NBA,SF,24,0,5.7,0.6,2.3,.273,0.1,0.7,.188,0.5,1.6,.308,.300,0.1,0.4,.333,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.6,1.5
160,Milos Babic,1990-91,22,CLE,NBA,PF,12,0,4.3,0.5,1.6,.316,0.0,0.0,,0.5,1.6,.316,.316,0.6,1.0,.583,0.5,0.3,0.8,0.3,0.1,0.1,0.4,0.6,1.6
162,Dwayne Bacon,2017-18,22,CHO,NBA,SG,40,6,12.1,1.1,3.1,.361,0.3,0.8,.303,0.9,2.2,.382,.402,0.3,0.4,.714,0.1,2.3,2.3,0.6,0.2,0.1,0.4,0.9,2.7
163,Henry Bacon,1972-73,24,SDA,ABA,SG,47,,9.0,1.3,3.5,.366,0.0,0.2,.200,1.2,3.3,.377,.372,0.9,1.6,.603,0.9,0.9,1.7,0.8,,,1.4,1.5,3.5
165,Dalibor Bagaric,2000-01,20,CHI,NBA,C,35,0,7.4,0.5,1.9,.262,0.0,0.0,.000,0.5,1.8,.266,.262,0.4,0.8,.464,0.6,1.0,1.6,0.3,0.3,0.5,0.6,1.3,1.3
166,John Bagley,1982-83,22,CLE,NBA,PG,68,3,14.6,2.4,5.5,.432,0.0,0.2,.000,2.4,5.3,.448,.432,0.9,1.2,.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.1,5.7
167,Carl Bailey,1981-82,23,POR,NBA,C,1,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
168,Gus Bailey,1974-75,23,HOU,NBA,SG,47,,9.5,1.1,2.7,.405,,,,1.1,2.7,.405,.405,0.4,0.9,.488,0.5,1.3,1.7,1.3,0.4,0.3,,1.1,2.6
169,James Bailey,1979-80,22,SEA,NBA,PF,67,,10.8,1.8,4.0,.450,0.0,0.0,,1.8,4.0,.450,.450,1.0,1.5,.673,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7
170,Thurl Bailey,1983-84,22,UTA,NBA,PF,81,54,24.8,3.7,7.3,.512,0.0,0.0,,3.7,7.3,.512,.512,1.1,1.4,.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5
171,Toby Bailey,1998-99,23,PHO,NBA,SG,27,10,9.2,1.3,3.2,.395,0.0,0.2,.200,1.2,3.0,.407,.401,0.3,0.5,.692,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.9,2.9
172,Cameron Bairstow,2014-15,24,CHI,NBA,PF,18,1,3.6,0.2,0.8,.214,0.0,0.0,,0.2,0.8,.214,.214,0.2,0.3,.800,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6
173,Jimmie Baker,1975-76,22,KEN,ABA,PF,5,,8.0,0.6,3.0,.200,0.0,0.0,,0.6,3.0,.200,.200,0.0,0.4,.000,0.8,2.0,2.8,0.8,0.0,0.6,1.2,2.2,1.2
174,LaMark Baker,1998-99,29,TOR,NBA,PG,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,Maurice Baker,2004-05,25,TOT,NBA,PG,5,0,3.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
177,Ron Baker,2016-17,23,NYK,NBA,SG,52,13,16.5,1.6,4.2,.378,0.4,1.7,.267,1.1,2.5,.450,.431,0.5,0.8,.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1
178,Vin Baker,1993-94,22,MIL,NBA,C,82,63,31.2,5.3,10.6,.501,0.0,0.1,.200,5.3,10.5,.502,.501,2.9,5.0,.569,3.4,4.2,7.6,2.0,0.7,1.4,2.0,2.8,13.5
179,Wade Baldwin,2016-17,20,MEM,NBA,PG,33,1,12.3,1.1,3.5,.313,0.1,0.7,.136,1.0,2.8,.355,.326,0.9,1.1,.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2
180,Renaldo Balkman,2006-07,22,NYK,NBA,SF,68,1,15.6,2.0,4.0,.505,0.1,0.4,.185,2.0,3.6,.540,.515,0.8,1.3,.567,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9
181,Cedric Ball,1990-91,22,LAC,NBA,PF,7,0,3.7,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.3,0.3,1.000,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1
182,Lonzo Ball,2017-18,20,LAL,NBA,PG,39,37,33.3,3.9,10.7,.365,1.7,5.3,.324,2.2,5.4,.407,.446,0.7,1.4,.491,1.3,5.8,7.1,7.0,1.6,0.8,2.7,2.2,10.2
183,Greg Ballard,1977-78,23,WSB,NBA,SF,76,,12.3,1.9,4.4,.425,,,,1.9,4.4,.425,.425,1.2,1.5,.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9
185,Gene Banks,1981-82,22,SAS,NBA,SF,80,4,21.3,3.9,8.2,.477,0.0,0.1,.000,3.9,8.1,.483,.477,1.8,2.7,.684,2.0,3.2,5.1,1.8,0.7,0.2,1.3,2.5,9.6
186,Marcus Banks,2003-04,22,BOS,NBA,PG,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9
188,Ken Bannister,1984-85,24,NYK,NBA,PF,75,50,18.7,2.8,5.9,.470,0.0,0.0,,2.8,5.9,.470,.470,1.2,2.6,.474,1.4,3.0,4.4,0.5,0.5,0.5,1.9,3.7,6.8
189,Mike Bantom,1973-74,22,PHO,NBA,PF,76,,26.1,4.1,10.4,.399,,,,4.1,10.4,.399,.399,1.9,2.8,.662,2.3,4.6,6.8,2.1,0.7,0.6,,3.8,10.1
191,Leandro Barbosa,2003-04,21,PHO,NBA,PG,70,46,21.4,3.0,6.7,.447,1.2,3.0,.395,1.8,3.7,.488,.535,0.7,0.9,.770,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9
192,Steve Bardo,1991-92,23,SAS,NBA,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
