,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
1397,Devean George,Career,,,NBA,,630,108,11682,5.9,15.0,.392,1.9,5.6,.343,4.0,9.4,.421,2.1,2.9,.721,2.4,6.4,8.8,2.4,1.9,1.0,2.0,5.7,15.8,,101,104
1399,Paul George,Career,,,NBA,,509,461,16922,9.8,22.5,.434,3.3,8.8,.378,6.5,13.8,.469,5.7,6.8,.844,1.3,8.2,9.5,4.9,2.6,0.7,3.9,4.1,28.6,,107,101
1400,Tate George,Career,,,NBA,,177,14,2019,7.2,17.4,.414,0.0,0.3,.071,7.2,17.1,.421,3.4,4.2,.820,1.6,2.8,4.4,7.9,1.8,0.3,3.8,4.4,17.9,,99,111
1401,Marcus Georges-Hunt,Career,,,NBA,,43,0,251,3.8,9.8,.388,0.8,3.2,.250,3.0,6.6,.455,3.4,5.2,.654,1.6,2.8,4.4,2.0,1.0,0.0,1.0,7.0,11.7,,106,116
1402,Gus Gerard,Career,,,TOT,,446,,7953,8.7,19.9,.438,0.0,0.2,.273,8.7,19.7,.439,3.8,5.5,.696,4.0,6.2,10.2,3.2,1.6,1.8,3.1,5.6,21.3,,98,103
1403,Derrick Gervin,Career,,,NBA,,77,4,1082,11.5,26.4,.435,0.3,1.4,.226,11.2,25.0,.446,6.9,9.1,.764,3.1,4.7,7.8,1.7,1.7,1.2,2.5,6.0,30.2,,106,109
1404,George Gervin,Career,,,TOT,,1030,377,34908,13.3,26.3,.504,0.2,0.8,.271,13.1,25.8,.509,7.3,8.7,.841,2.3,4.8,7.1,3.6,1.7,1.4,3.7,4.1,34.1,,111,106
1406,John Gianelli,Career,,,NBA,,489,,13134,6.0,12.7,.470,0.0,0.0,,6.0,12.7,.470,2.0,2.9,.702,3.4,7.2,10.5,2.8,0.8,1.7,1.0,4.2,14.0,,100,101
1408,Daniel Gibson,Career,,,NBA,,397,77,9316,6.0,15.0,.402,3.3,8.0,.407,2.8,6.9,.397,2.3,3.0,.780,0.8,3.7,4.5,4.4,1.4,0.5,2.1,4.6,17.6,,109,109
1411,Jonathan Gibson,Career,,,NBA,,17,0,231,7.9,21.4,.368,3.4,10.1,.333,4.5,11.3,.400,4.7,6.5,.724,0.2,4.7,5.0,5.9,1.8,0.0,4.7,4.7,23.9,,91,111
1413,Mike Gibson,Career,,,NBA,,64,0,390,5.0,13.0,.387,0.0,0.0,,5.0,13.0,.387,2.3,3.4,.679,5.4,7.6,13.0,1.7,1.6,1.4,2.5,8.0,12.4,,95,106
1414,Taj Gibson,Career,,,NBA,,651,311,16871,8.0,15.9,.505,0.0,0.2,.164,8.0,15.7,.509,3.2,4.6,.702,4.7,8.1,12.8,2.0,1.1,2.3,2.5,5.1,19.3,,109,104
1415,J.R. Giddens,Career,,,NBA,,38,1,247,6.3,13.2,.476,0.0,2.1,.000,6.3,11.1,.566,2.7,4.8,.565,3.8,7.5,11.3,2.7,2.1,0.4,3.8,6.3,15.3,,94,107
1416,Trey Gilder,Career,,,NBA,,2,0,5,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,10.3,10.3,0.0,10.3,0.0,0.0,0.0,20.5,,200,91
1417,Eddie Gill,Career,,,NBA,,187,9,2033,4.8,13.2,.361,1.7,5.2,.320,3.1,7.9,.388,4.0,4.7,.847,0.7,4.8,5.5,5.8,2.8,0.4,3.7,5.6,15.2,,96,105
1418,Kendall Gill,Career,,,NBA,,966,791,29481,8.8,20.2,.434,0.5,1.8,.300,8.2,18.4,.448,4.3,5.6,.754,2.2,4.7,6.9,5.1,2.6,0.7,3.0,4.3,22.3,,103,107
1419,Ben Gillery,Career,,,NBA,,24,0,84,3.4,10.8,.316,0.0,0.0,,3.4,10.8,.316,7.4,13.1,.565,4.0,9.1,13.1,1.1,1.1,2.3,2.8,16.5,14.2,,91,107
1422,Armen Gilliam,Career,,,NBA,,929,527,26421,9.3,18.9,.489,0.0,0.0,.000,9.3,18.9,.490,5.8,7.5,.776,4.1,8.2,12.3,2.1,1.3,1.2,3.3,3.8,24.3,,108,107
1424,Artis Gilmore,Career,,,TOT,,1161,476,39966,9.3,15.9,.582,0.0,0.0,.150,9.3,15.9,.582,6.3,8.9,.698,4.6,11.0,15.7,3.0,0.8,2.9,3.9,4.6,24.8,,115,101
1427,Manu Ginobili,Career,,,NBA,,1039,349,26524,9.0,20.1,.447,2.9,8.0,.369,6.1,12.2,.498,6.6,8.0,.827,1.4,5.9,7.2,7.8,2.7,0.6,4.1,4.3,27.6,,113,100
1428,Gordan Giricek,Career,,,NBA,,384,191,8824,8.5,19.3,.442,1.7,4.7,.368,6.8,14.6,.465,3.2,3.9,.823,1.0,4.6,5.6,3.5,1.3,0.3,3.1,4.5,22.0,,101,110
1429,Jack Givens,Career,,,NBA,,156,,2601,7.6,19.0,.401,0.0,0.1,.000,7.6,19.0,.402,3.8,4.8,.791,3.9,4.5,8.4,2.6,2.3,0.7,2.5,4.6,19.1,,100,104
1430,Mickell Gladness,Career,,,NBA,,26,7,252,5.2,12.2,.424,0.0,0.0,,5.2,12.2,.424,1.2,2.5,.500,2.9,9.1,12.0,1.0,0.8,4.1,1.4,6.6,11.6,,92,105
1432,Gerald Glass,Career,,,NBA,,201,49,3347,10.5,24.1,.433,0.4,1.7,.236,10.1,22.5,.448,2.4,3.7,.643,3.5,4.3,7.8,4.5,2.0,0.9,2.7,5.5,23.7,,99,112
1433,Mike Glenn,Career,,,NBA,,593,10,9617,9.7,17.9,.542,0.1,0.2,.286,9.7,17.8,.544,2.8,3.3,.855,0.8,2.8,3.5,4.7,1.6,0.2,2.1,4.4,22.3,,115,108
1435,Georgi Glouchkov,Career,,,NBA,,49,16,772,5.0,12.4,.402,0.1,0.1,1.000,4.9,12.3,.399,4.2,7.2,.574,1.8,7.8,9.7,1.9,1.5,1.5,4.5,7.4,14.2,,81,106
1437,Dion Glover,Career,,,NBA,,294,105,6132,7.8,19.1,.411,1.3,4.0,.317,6.6,15.1,.436,3.7,4.9,.756,1.8,5.9,7.7,3.9,2.0,0.6,3.2,4.2,20.7,,97,106
1438,Andreas Glyniadakis,Career,,,NBA,,13,4,81,5.2,11.0,.471,0.0,0.0,,5.2,11.0,.471,0.6,1.3,.500,1.3,3.9,5.2,0.6,0.0,0.0,5.8,12.3,11.0,,66,116
1439,Mike Gminski,Career,,,NBA,,938,547,24058,8.4,18.0,.465,0.0,0.1,.122,8.4,17.9,.467,5.0,6.0,.843,4.1,8.8,12.9,2.4,1.0,2.0,2.7,3.1,21.8,,109,107
1440,Rudy Gobert,Career,,,NBA,,305,214,8400,6.7,11.0,.610,0.0,0.0,.000,6.7,10.9,.611,5.0,8.1,.626,5.8,12.9,18.7,2.2,1.2,4.1,2.9,4.6,18.4,,121,99
1441,Dan Godfread,Career,,,NBA,,11,0,22,11.8,28.3,.417,0.0,2.4,.000,11.8,25.9,.455,7.1,9.4,.750,0.0,4.7,4.7,0.0,2.4,9.4,0.0,11.8,30.6,,107,103
1444,Anthony Goldwire,Career,,,NBA,,266,72,4951,6.2,15.3,.407,2.2,5.7,.386,4.0,9.6,.419,3.2,4.1,.792,0.8,3.1,3.9,7.9,1.8,0.1,2.8,4.2,17.9,,109,113
1445,Ryan Gomes,Career,,,NBA,,487,371,13463,7.3,16.4,.445,1.3,3.7,.349,6.0,12.7,.473,3.1,3.9,.799,2.4,6.2,8.6,2.7,1.4,0.3,2.1,3.6,19.0,,107,111
1446,Glen Gondrezick,Career,,,NBA,,435,2,7545,5.8,12.2,.473,0.0,0.1,.143,5.7,12.1,.475,3.4,4.7,.724,4.3,7.2,11.5,3.6,2.8,0.7,2.7,6.5,14.9,,108,105
1447,Grant Gondrezick,Career,,,NBA,,91,1,1080,7.5,17.1,.438,0.3,1.2,.250,7.2,15.9,.452,4.4,6.4,.687,2.7,3.6,6.3,5.0,1.6,0.2,3.2,5.5,19.7,,101,113
1448,Drew Gooden,Career,,,NBA,,790,500,20127,8.9,19.4,.462,0.2,0.9,.257,8.7,18.5,.471,4.4,5.8,.760,4.9,9.8,14.6,2.3,1.4,1.2,3.0,5.1,22.6,,105,104
1450,Steve Goodrich,Career,,,NBA,,21,0,183,2.6,8.2,.321,0.3,0.9,.333,2.3,7.3,.320,1.5,2.6,.556,2.3,5.2,7.6,3.2,0.9,0.9,3.2,7.0,7.0,,75,108
1451,Archie Goodwin,Career,,,NBA,,165,15,2396,7.5,17.6,.429,0.9,3.9,.236,6.6,13.6,.484,5.4,7.7,.700,1.8,5.0,6.8,4.2,1.4,0.8,4.2,3.9,21.3,,97,110
1453,Aaron Gordon,Career,,,NBA,,249,160,6439,8.1,17.8,.456,1.7,5.5,.310,6.4,12.3,.522,3.5,5.0,.700,3.0,8.2,11.2,3.2,1.4,1.2,2.1,3.8,21.5,,108,109
1454,Ben Gordon,Career,,,NBA,,744,269,20366,10.1,23.3,.432,3.0,7.5,.401,7.1,15.8,.447,5.3,6.1,.857,0.9,3.9,4.7,4.8,1.3,0.3,4.0,4.4,28.4,,105,110
1455,Drew Gordon,Career,,,NBA,,9,0,71,5.6,13.4,.421,0.0,2.1,.000,5.6,11.3,.500,0.7,1.4,.500,4.9,7.8,12.7,1.4,0.7,0.0,5.6,4.9,12.0,,73,108
1456,Eric Gordon,Career,,,NBA,,544,437,18124,8.7,20.3,.429,3.3,8.9,.373,5.4,11.4,.473,4.9,6.1,.817,0.7,3.2,3.9,4.7,1.5,0.5,3.2,3.0,25.7,,108,112
1457,Lancaster Gordon,Career,,,NBA,,201,6,2581,8.6,22.0,.391,0.4,1.5,.271,8.2,20.4,.400,2.9,3.7,.767,2.1,2.6,4.7,5.4,2.3,0.6,4.3,4.8,20.5,,88,113
1459,Marcin Gortat,Career,,,NBA,,740,525,19501,8.4,15.2,.553,0.0,0.1,.150,8.4,15.2,.555,2.8,4.2,.675,4.3,11.4,15.6,2.1,1.0,2.2,2.3,4.3,19.7,,114,104
1461,Andrew Goudelock,Career,,,NBA,,49,0,475,8.5,21.7,.393,3.2,9.3,.345,5.3,12.4,.429,1.5,1.8,.875,0.8,3.0,3.8,2.7,1.1,0.2,3.1,4.0,21.8,,93,109
1462,Gerald Govan,Career,,,ABA,,191,,6215,4.3,9.9,.405,0.0,0.2,.208,4.3,9.9,.406,1.4,1.9,.678,2.4,9.2,11.6,4.1,1.1,0.8,3.1,4.2,10.0,,92,104
1465,Ricky Grace,Career,,,NBA,,3,0,8,12.7,19.1,.667,0.0,0.0,,12.7,19.1,.667,0.0,12.7,.000,0.0,6.4,6.4,6.4,0.0,0.0,0.0,19.1,25.5,,107,107
1467,Greg Graham,Career,,,NBA,,207,18,2530,6.8,16.7,.407,1.0,3.5,.290,5.8,13.2,.438,4.7,6.0,.775,1.2,3.3,4.5,4.1,2.6,0.2,3.7,4.4,19.2,,97,110
1468,Joey Graham,Career,,,NBA,,377,84,6117,7.3,15.1,.483,0.5,1.5,.300,6.8,13.6,.503,4.0,4.9,.815,2.3,6.7,9.0,1.8,1.1,0.4,2.6,6.8,19.1,,105,111
1470,Orlando Graham,Career,,,NBA,,7,0,22,6.1,20.3,.300,0.0,0.0,,6.1,20.3,.300,4.1,8.1,.500,16.3,6.1,22.4,0.0,0.0,0.0,4.1,12.2,16.3,,90,112
1471,Paul Graham,Career,,,NBA,,179,20,3354,8.5,19.1,.448,1.5,4.3,.339,7.1,14.7,.480,3.4,4.7,.739,2.0,4.3,6.4,5.2,2.7,0.5,3.2,5.7,22.0,,106,109
1472,Stephen Graham,Career,,,NBA,,239,43,2915,6.8,15.2,.446,1.0,3.1,.308,5.8,12.1,.481,2.8,3.7,.766,1.4,6.2,7.6,2.1,1.0,0.3,2.8,6.3,17.3,,97,109
1473,Treveon Graham,Career,,,NBA,,77,3,1058,4.7,10.6,.443,2.1,4.5,.469,2.6,6.1,.424,2.2,3.1,.712,1.8,4.1,5.9,2.5,1.6,0.1,1.3,5.0,13.7,,115,111
1474,Jim Grandholm,Career,,,NBA,,26,0,168,9.1,17.6,.517,2.7,5.2,.529,6.4,12.4,.512,3.0,6.4,.476,6.1,9.1,15.2,2.4,0.6,2.4,3.3,10.0,24.0,,112,108
1475,Ron Grandison,Career,,,NBA,,105,3,872,4.8,12.0,.404,0.2,1.4,.167,4.6,10.6,.435,4.7,6.6,.713,4.2,5.2,9.4,3.3,1.8,0.3,2.9,6.2,14.6,,103,109
1476,Danny Granger,Career,,,NBA,,586,431,18487,9.2,21.1,.434,2.8,7.3,.380,6.4,13.9,.463,6.0,7.1,.848,1.9,6.1,8.0,3.0,1.5,1.3,3.0,4.5,27.2,,109,106
1477,Stewart Granger,Career,,,NBA,,80,14,996,6.1,14.6,.414,0.2,0.8,.235,5.9,13.8,.425,3.3,4.4,.742,0.7,3.1,3.8,8.5,1.6,0.0,4.5,6.3,15.6,,93,111
1478,Brian Grant,Career,,,NBA,,756,577,21417,7.8,15.8,.490,0.0,0.1,.214,7.7,15.8,.491,4.3,5.8,.746,4.6,9.5,14.1,2.3,1.1,1.4,3.1,6.0,19.8,,106,102
1480,Gary Grant,Career,,,NBA,,552,231,12602,7.2,16.0,.450,0.4,1.3,.278,6.8,14.7,.466,2.1,2.7,.776,1.3,3.6,5.0,11.6,3.2,0.3,4.9,4.6,16.9,,98,107
1481,Greg Grant,Career,,,NBA,,274,5,3350,4.7,12.2,.383,0.6,2.2,.281,4.1,10.0,.405,1.5,2.1,.710,1.0,2.7,3.7,11.2,2.4,0.1,3.4,4.2,11.4,,97,111
1482,Harvey Grant,Career,,,NBA,,783,439,20510,8.1,17.4,.469,0.2,0.6,.267,8.0,16.8,.476,2.5,3.5,.709,2.8,5.5,8.4,3.0,1.5,1.0,1.7,4.3,18.9,,107,108
1483,Horace Grant,Career,,,NBA,,1165,1037,38621,7.3,14.3,.509,0.0,0.1,.063,7.3,14.2,.511,2.8,4.1,.692,4.6,8.0,12.6,3.4,1.5,1.5,1.7,3.8,17.4,,117,104
1484,Jerami Grant,Career,,,NBA,,285,68,6278,5.6,12.9,.434,1.2,3.9,.297,4.4,8.9,.494,4.2,6.6,.632,2.0,6.0,8.0,2.4,1.2,2.6,2.2,5.0,16.5,,103,107
1485,Jerian Grant,Career,,,NBA,,198,60,3648,6.1,14.8,.415,1.6,5.2,.317,4.5,9.7,.467,3.7,4.7,.792,0.9,4.7,5.6,8.0,2.0,0.3,2.8,4.0,17.7,,108,110
1486,Josh Grant,Career,,,NBA,,53,0,382,7.5,18.5,.404,2.2,7.7,.279,5.3,10.8,.494,2.8,3.7,.759,3.4,7.9,11.3,3.0,2.3,1.0,3.8,7.9,19.9,,98,104
1487,Paul Grant,Career,,,NBA,,16,0,111,6.5,14.4,.448,0.0,0.0,,6.5,14.4,.448,1.5,4.0,.375,4.0,5.0,9.0,1.5,1.0,0.5,4.5,10.4,14.4,,81,106
1488,Travis Grant,Career,,,TOT,,168,,4156,12.2,23.1,.524,0.0,0.1,.333,12.2,23.0,.525,4.1,5.0,.811,3.1,5.2,8.3,2.2,1.1,0.6,2.8,4.1,28.5,,112,108
1490,Butch Graves,Career,,,NBA,,4,0,11,8.6,25.7,.333,0.0,4.3,.000,8.6,21.4,.400,4.3,21.4,.200,0.0,8.6,8.6,4.3,4.3,0.0,4.3,17.1,21.4,,63,101
1491,Aaron Gray,Career,,,NBA,,318,87,3851,6.0,11.8,.509,0.0,0.0,.000,6.0,11.7,.511,2.5,4.5,.562,5.9,10.4,16.2,2.8,1.3,1.2,3.6,9.2,14.5,,102,105
1492,Devin Gray,Career,,,NBA,,27,2,173,6.9,18.8,.365,0.0,0.0,,6.9,18.8,.365,6.3,10.2,.618,5.1,6.6,11.7,2.1,2.7,0.9,2.7,9.9,20.0,,95,105
1493,Ed Gray,Career,,,NBA,,60,6,809,8.9,26.3,.339,2.1,6.0,.341,6.8,20.3,.338,5.7,7.0,.814,1.1,3.9,5.0,3.1,1.8,0.8,4.0,7.0,25.5,,90,104
1494,Evric Gray,Career,,,NBA,,5,0,42,4.9,18.6,.267,1.2,4.9,.250,3.7,13.6,.273,4.9,4.9,1.000,1.2,2.5,3.7,2.5,1.2,0.0,3.7,6.2,16.1,,83,115
1496,Josh Gray,Career,,,NBA,,5,0,86,6.1,22.9,.268,1.7,7.3,.231,4.5,15.6,.286,3.9,6.1,.636,1.1,4.5,5.6,6.7,4.5,1.1,3.9,4.5,17.9,,77,107
1498,Stuart Gray,Career,,,NBA,,386,5,3457,4.7,10.6,.446,0.0,0.1,.000,4.7,10.5,.450,3.2,4.8,.663,4.3,9.9,14.2,2.1,0.9,1.9,3.4,9.0,12.6,,96,106
1499,Sylvester Gray,Career,,,NBA,,55,15,1220,6.6,15.8,.420,0.0,0.2,.250,6.6,15.6,.421,4.2,6.2,.673,4.6,6.7,11.4,4.6,1.4,1.0,4.1,5.7,17.5,,96,109
1501,Jeff Grayer,Career,,,NBA,,438,101,8277,8.0,17.6,.457,0.2,0.8,.255,7.8,16.8,.467,3.3,5.0,.663,3.5,4.3,7.8,3.8,1.6,0.4,2.9,4.4,19.6,,103,111
1503,A.C. Green,Career,,,NBA,,1278,832,36552,6.3,12.7,.494,0.2,0.7,.254,6.1,12.0,.507,4.3,5.9,.734,4.6,8.4,13.1,1.9,1.4,0.8,2.0,3.4,17.0,,116,106
1504,Danny Green,Career,,,NBA,,520,452,13072,6.4,15.1,.421,3.7,9.2,.398,2.7,5.9,.458,1.6,1.9,.818,1.1,5.9,7.0,3.3,2.1,1.7,2.1,3.3,18.0,,107,102
1505,Devin Green,Career,,,NBA,,27,0,135,2.3,11.0,.214,0.0,0.8,.000,2.3,10.2,.231,5.1,8.2,.619,3.9,5.5,9.4,2.7,1.2,0.0,2.0,5.1,9.8,,85,109
1506,Draymond Green,Career,,,NBA,,452,304,12439,5.9,13.5,.438,1.6,5.0,.328,4.3,8.5,.503,2.9,4.2,.704,2.2,10.0,12.2,8.0,2.4,1.9,3.4,4.9,16.4,,109,100
1507,Erick Green,Career,,,NBA,,52,1,452,7.3,19.4,.377,1.7,5.8,.288,5.7,13.6,.415,1.3,1.6,.857,1.1,3.0,4.1,4.7,1.4,0.0,1.6,3.3,17.6,,97,112
1508,Gerald Green,Career,,,NBA,,568,116,11158,9.2,21.9,.419,3.5,9.6,.362,5.7,12.3,.463,3.4,4.2,.814,1.3,5.1,6.4,2.5,1.3,0.8,3.0,4.9,25.3,,102,108
1509,JaMychal Green,Career,,,NBA,,219,130,4792,7.2,15.0,.481,1.1,3.2,.348,6.1,11.8,.516,3.3,4.2,.774,4.7,9.1,13.7,2.2,1.3,0.9,2.6,6.1,18.8,,110,107
1510,Jeff Green,Career,,,NBA,,765,484,23222,8.2,18.7,.438,1.6,4.9,.332,6.5,13.8,.476,4.4,5.5,.797,1.6,6.1,7.7,2.7,1.3,0.9,2.6,3.8,22.4,,104,108
1512,Ken Green,Career,,,NBA,,7,0,72,8.8,18.3,.481,0.0,0.0,,8.8,18.3,.481,3.4,6.1,.556,8.1,10.1,18.3,1.4,2.7,0.0,0.7,5.4,21.0,,116,100
1513,Kenny Green,Career,,,NBA,,60,0,625,8.4,20.3,.412,0.0,0.1,.000,8.4,20.2,.414,3.8,5.3,.721,2.6,5.3,7.8,1.2,0.7,0.9,3.9,4.7,20.5,,89,110
1514,Lamar Green,Career,,,TOT,,138,,2239,5.4,13.3,.430,0.0,0.0,,5.4,13.3,.430,1.8,2.9,.660,4.0,10.4,14.4,2.1,1.0,1.4,1.2,6.6,12.6,,94,101
1515,Litterial Green,Career,,,NBA,,148,4,1189,6.3,15.0,.420,0.1,1.1,.077,6.2,13.8,.448,5.8,8.7,.665,1.0,2.2,3.3,7.9,2.1,0.3,3.4,5.4,18.5,,103,109
1517,Mike Green,Career,,,TOT,,459,,11334,8.6,17.9,.480,0.0,0.1,.083,8.6,17.9,.481,3.7,5.1,.732,4.7,7.9,12.6,2.3,1.3,3.0,2.8,5.3,21.0,,105,101
1518,Rickey Green,Career,,,NBA,,946,513,23271,7.2,15.4,.469,0.1,0.4,.207,7.1,15.0,.475,3.3,4.1,.807,1.0,2.7,3.7,10.5,2.7,0.1,3.2,2.9,17.8,,108,108
1519,Sean Green,Career,,,NBA,,84,0,671,11.3,29.2,.386,1.1,4.5,.246,10.2,24.7,.412,2.3,3.7,.620,2.7,3.6,6.3,3.3,2.4,1.0,4.6,4.6,26.0,,83,110
1521,Sidney Green,Career,,,NBA,,679,242,13247,7.2,15.8,.454,0.0,0.1,.037,7.2,15.7,.457,3.9,5.3,.738,4.7,10.2,14.9,2.3,1.3,0.8,3.7,6.5,18.3,,100,106
1522,Steve Green,Career,,,TOT,,205,,2700,8.0,18.1,.441,0.0,0.2,.000,8.0,18.0,.443,3.8,5.2,.730,3.6,4.7,8.3,2.7,1.7,0.5,1.9,6.9,19.7,,102,105
1523,Taurean Green,Career,,,NBA,,17,0,74,4.9,17.5,.280,1.4,7.7,.182,3.5,9.8,.357,7.7,8.4,.917,0.0,7.0,7.0,7.7,1.4,0.0,6.3,3.5,18.9,,84,109
1525,Willie Green,Career,,,NBA,,731,297,14783,8.6,20.2,.425,1.8,5.3,.346,6.8,14.9,.454,2.5,3.3,.765,0.9,3.8,4.6,3.6,1.4,0.4,2.5,4.5,21.6,,99,109
1526,Donte Greene,Career,,,NBA,,253,82,4259,7.0,17.2,.406,2.0,6.5,.304,5.0,10.7,.467,2.5,3.5,.701,1.7,5.5,7.2,2.2,1.3,1.4,2.6,4.4,18.4,,97,111
1527,Orien Greene,Career,,,NBA,,131,7,1555,4.2,11.0,.387,0.4,1.7,.212,3.9,9.2,.420,2.0,3.2,.642,1.6,4.9,6.5,5.2,3.3,0.5,4.8,7.6,10.9,,80,105
1529,Dave Greenwood,Career,,,NBA,,823,418,23370,6.6,13.8,.477,0.0,0.1,.138,6.6,13.7,.479,3.9,5.1,.765,3.9,9.3,13.2,3.3,1.2,1.5,3.0,5.3,17.0,,107,106
1531,Lynn Greer,Career,,,NBA,,41,0,432,7.3,17.0,.433,2.2,6.3,.346,5.2,10.7,.483,3.2,3.9,.844,0.2,3.0,3.2,6.4,2.0,0.1,2.2,3.9,20.1,,112,113
1532,Gary Gregor,Career,,,TOT,,25,,313,5.8,12.4,.436,0.4,0.6,.750,5.5,12.0,.435,1.3,1.6,.725,3.2,7.2,10.4,2.2,0.6,0.1,1.5,7.0,13.3,,110,101
1533,Claude Gregory,Career,,,NBA,,25,2,315,9.4,20.6,.456,0.0,0.2,.000,9.4,20.4,.459,1.8,5.4,.333,5.9,8.8,14.7,2.4,1.5,2.0,3.6,5.7,20.6,,90,105
1534,John Greig,Career,,,NBA,,9,0,26,12.5,23.3,.538,0.0,0.0,,12.5,23.3,.538,8.9,10.7,.833,3.6,7.2,10.7,0.0,0.0,1.8,3.6,7.2,34.0,,115,105
1536,Kevin Grevey,Career,,,NBA,,672,82,15246,8.9,20.4,.437,0.7,2.2,.334,8.5,19.1,.444,4.2,5.2,.817,1.8,3.1,4.9,3.8,1.2,0.3,2.3,3.9,22.5,,104,106
1538,Adrian Griffin,Career,,,NBA,,477,179,7997,5.1,11.7,.438,0.3,1.2,.278,4.8,10.5,.455,1.9,2.5,.763,3.3,6.5,9.8,4.2,2.8,0.4,2.2,5.7,12.5,,105,103
1539,Blake Griffin,Career,,,NBA,,517,517,18136,12.0,23.5,.509,0.5,1.5,.308,11.5,22.0,.523,6.9,10.1,.682,3.4,10.0,13.5,6.2,1.4,0.8,3.7,4.3,31.3,,112,105
1540,Eddie Griffin,Career,,,NBA,,303,117,6729,6.9,18.2,.377,1.9,6.0,.315,5.0,12.2,.408,1.8,2.7,.671,4.0,10.0,14.0,1.9,0.8,4.2,1.8,4.1,17.5,,99,102
1542,Paul Griffin,Career,,,NBA,,480,0,10053,3.7,7.4,.505,0.0,0.0,,3.7,7.4,.505,3.4,5.0,.692,4.0,7.9,11.9,5.0,1.8,1.1,2.9,6.3,10.9,,105,103
1543,Taylor Griffin,Career,,,NBA,,8,0,32,6.3,15.7,.400,0.0,3.1,.000,6.3,12.6,.500,3.1,6.3,.500,0.0,3.1,3.1,1.6,0.0,3.1,1.6,6.3,15.7,,87,113
1544,Darrell Griffith,Career,,,NBA,,765,412,21403,11.5,24.9,.463,1.2,3.5,.332,10.3,21.3,.485,3.0,4.3,.707,1.7,3.8,5.5,3.6,2.0,0.5,3.6,3.7,27.2,,99,108
1546,Derek Grimm,Career,,,NBA,,9,0,34,6.1,21.5,.286,6.1,18.4,.333,0.0,3.1,.000,3.1,3.1,1.000,0.0,6.1,6.1,0.0,4.6,1.5,4.6,9.2,21.5,,82,100
1549,Bob Gross,Career,,,NBA,,513,27,12575,6.8,13.3,.512,0.0,0.3,.179,6.8,13.2,.514,3.1,3.9,.798,3.5,4.8,8.3,5.4,2.3,1.3,2.7,5.5,16.8,,105,101
1554,Anthony Grundy,Career,,,NBA,,12,0,108,9.3,18.7,.500,2.5,7.4,.333,6.9,11.3,.609,4.4,6.9,.643,0.5,7.9,8.4,4.4,3.4,0.0,4.4,6.9,25.6,,106,107
1555,Ernie Grunfeld,Career,,,NBA,,693,17,12916,7.5,15.8,.477,0.2,0.5,.337,7.4,15.4,.480,3.5,4.6,.770,1.9,4.7,6.6,5.2,1.7,0.5,2.9,5.5,18.7,,105,105
1557,Petur Gudmundsson,Career,,,NBA,,150,20,2060,5.7,11.5,.494,0.0,0.0,.500,5.7,11.5,.494,4.3,5.7,.754,3.8,9.0,12.8,3.5,0.8,2.2,4.4,9.1,15.7,,100,109
1559,Tom Gugliotta,Career,,,NBA,,763,608,23556,8.4,18.7,.451,0.5,1.6,.284,8.0,17.1,.467,4.2,5.6,.757,3.5,8.7,12.2,4.7,2.4,1.1,3.8,4.1,21.6,,101,105
1560,Andres Guibert,Career,,,NBA,,22,0,200,5.7,17.5,.328,0.0,1.0,.000,5.7,16.5,.349,4.2,6.5,.640,6.8,9.1,15.9,3.1,2.1,0.5,4.7,9.1,15.7,,83,108
1561,Jay Guidinger,Career,,,NBA,,64,5,346,5.2,12.9,.402,0.0,0.0,,5.2,12.9,.402,4.1,6.8,.609,6.1,8.3,14.4,3.0,1.9,2.2,3.9,10.5,14.5,,95,103
1567,Jorge Gutierrez,Career,,,NBA,,47,3,482,5.7,11.4,.500,0.3,1.8,.176,5.4,9.5,.562,3.0,3.9,.778,0.9,4.9,5.8,7.4,2.0,0.1,3.4,7.0,14.7,,106,107
1568,A.J. Guyton,Career,,,NBA,,80,14,1246,7.1,18.8,.377,3.1,8.3,.378,4.0,10.6,.377,1.6,1.9,.822,0.9,2.5,3.4,6.3,0.9,0.5,2.7,2.5,18.9,,98,113
1569,Rudy Hackett,Career,,,TOT,,28,,460,5.7,13.9,.411,0.0,0.0,,5.7,13.9,.411,3.8,6.2,.619,2.4,6.6,9.0,3.1,1.5,0.9,2.4,5.5,15.3,,96,105
1570,Hamed Haddadi,Career,,,NBA,,151,0,1056,6.4,13.9,.463,0.0,0.2,.000,6.4,13.6,.471,3.9,6.2,.632,6.8,11.6,18.4,2.1,0.5,4.5,4.5,10.3,16.8,,97,102
1572,Scott Haffner,Career,,,NBA,,50,6,609,7.5,18.6,.403,0.2,1.8,.130,7.3,16.8,.433,1.4,2.1,.667,0.7,3.6,4.3,7.0,1.3,0.2,2.9,4.5,16.7,,92,112
